event_id,aircraft_id,event_date,maintenance_type,downtime_days,issue_category
891,AC-042,2025-03-27,Scheduled,1.8,Routine Inspection
892,AC-042,2025-11-16,Scheduled,2.5,Routine Inspection
893,AC-042,2021-09-30,Scheduled,2.8,Routine Inspection
894,AC-042,2025-01-31,Scheduled,2.5,Routine Inspection
895,AC-042,2024-08-12,Scheduled,1.0,Routine Inspection
896,AC-042,2021-05-29,Scheduled,1.0,Routine Inspection
897,AC-042,2022-07-21,Scheduled,2.9,Routine Inspection
898,AC-042,2022-04-23,Scheduled,2.4,Routine Inspection
899,AC-042,2023-05-17,Scheduled,2.4,Routine Inspection
900,AC-042,2021-11-08,Scheduled,1.2,Routine Inspection
901,AC-042,2024-11-23,Unscheduled,0.5,Avionics
902,AC-042,2021-09-17,Unscheduled,0.6,Sensor/Payload
903,AC-042,2023-11-14,Unscheduled,1.7,Avionics
904,AC-042,2023-12-29,Unscheduled,1.2,Avionics
905,AC-042,2025-05-26,Unscheduled,2.5,Sensor/Payload
906,AC-043,2021-03-18,Scheduled,1.6,Routine Inspection
907,AC-043,2023-06-20,Scheduled,3.9,Routine Inspection
908,AC-043,2024-11-30,Scheduled,3.5,Routine Inspection
909,AC-043,2023-01-27,Scheduled,3.4,Routine Inspection
910,AC-043,2025-03-10,Scheduled,2.5,Routine Inspection
911,AC-043,2023-12-25,Scheduled,3.2,Routine Inspection
912,AC-043,2025-05-20,Scheduled,1.9,Routine Inspection
913,AC-043,2024-03-05,Scheduled,1.7,Routine Inspection
914,AC-043,2022-12-24,Scheduled,1.3,Routine Inspection
915,AC-043,2025-05-17,Scheduled,2.9,Routine Inspection
916,AC-043,2022-05-02,Scheduled,1.5,Routine Inspection
917,AC-043,2021-02-22,Scheduled,1.0,Routine Inspection
918,AC-043,2023-06-09,Scheduled,2.2,Routine Inspection
919,AC-043,2025-07-13,Unscheduled,2.4,Airframe
920,AC-043,2025-12-01,Unscheduled,6.7,Sensor/Payload
921,AC-043,2022-06-04,Unscheduled,1.2,Avionics
922,AC-043,2023-02-26,Unscheduled,2.3,Engine
923,AC-043,2024-11-08,Unscheduled,5.9,Sensor/Payload
924,AC-043,2023-10-20,Unscheduled,4.4,Avionics
925,AC-043,2021-07-16,Unscheduled,1.7,Airframe
926,AC-044,2024-02-28,Scheduled,3.2,Routine Inspection
927,AC-044,2024-10-16,Scheduled,4.0,Routine Inspection
928,AC-044,2025-03-06,Scheduled,3.3,Routine Inspection
929,AC-044,2022-03-30,Scheduled,1.6,Routine Inspection
930,AC-044,2022-01-25,Scheduled,3.4,Routine Inspection
931,AC-044,2022-03-21,Scheduled,3.9,Routine Inspection
932,AC-044,2025-02-09,Scheduled,2.1,Routine Inspection
933,AC-044,2024-11-04,Scheduled,1.5,Routine Inspection
934,AC-044,2021-03-23,Scheduled,2.9,Routine Inspection
935,AC-044,2022-06-30,Scheduled,1.5,Routine Inspection
936,AC-044,2025-11-17,Scheduled,3.7,Routine Inspection
937,AC-044,2022-01-29,Scheduled,1.3,Routine Inspection
938,AC-044,2023-02-04,Scheduled,1.1,Routine Inspection
939,AC-044,2021-12-04,Unscheduled,0.5,Engine
940,AC-044,2021-06-21,Unscheduled,4.2,Sensor/Payload
941,AC-044,2021-07-14,Unscheduled,0.5,Avionics
942,AC-044,2023-01-15,Unscheduled,8.4,Avionics
943,AC-044,2022-02-05,Unscheduled,0.6,Engine
944,AC-044,2022-10-15,Unscheduled,0.5,Airframe
945,AC-044,2022-03-06,Unscheduled,0.6,Engine
946,AC-044,2021-08-16,Unscheduled,0.5,Avionics
947,AC-044,2021-06-12,Unscheduled,5.0,Sensor/Payload
948,AC-044,2022-03-17,Unscheduled,1.2,Other
949,AC-044,2023-02-20,Unscheduled,0.5,Other
950,AC-045,2021-11-28,Scheduled,2.4,Routine Inspection
951,AC-045,2023-11-25,Scheduled,2.3,Routine Inspection
952,AC-045,2024-10-15,Scheduled,2.2,Routine Inspection
953,AC-045,2024-03-13,Scheduled,2.7,Routine Inspection
954,AC-045,2025-03-10,Scheduled,2.3,Routine Inspection
955,AC-045,2022-01-17,Scheduled,2.2,Routine Inspection
956,AC-045,2025-11-10,Scheduled,2.2,Routine Inspection
957,AC-045,2021-05-11,Scheduled,3.2,Routine Inspection
958,AC-045,2022-08-14,Scheduled,2.1,Routine Inspection
959,AC-045,2021-11-12,Scheduled,1.6,Routine Inspection
960,AC-045,2021-08-23,Scheduled,2.5,Routine Inspection
961,AC-045,2024-09-22,Scheduled,1.9,Routine Inspection
962,AC-045,2023-12-01,Unscheduled,6.3,Engine
963,AC-045,2023-01-07,Unscheduled,0.5,Other
964,AC-045,2021-12-01,Unscheduled,1.0,Airframe
965,AC-045,2022-07-24,Unscheduled,6.2,Airframe
966,AC-045,2023-09-25,Unscheduled,0.5,Engine
967,AC-046,2025-08-20,Scheduled,2.8,Routine Inspection
968,AC-046,2022-09-20,Scheduled,3.2,Routine Inspection
969,AC-046,2025-06-25,Scheduled,2.2,Routine Inspection
970,AC-046,2023-04-18,Scheduled,3.2,Routine Inspection
971,AC-046,2022-01-13,Scheduled,1.3,Routine Inspection
972,AC-046,2025-06-10,Scheduled,2.2,Routine Inspection
973,AC-046,2024-10-07,Scheduled,1.4,Routine Inspection
974,AC-046,2022-02-06,Scheduled,2.6,Routine Inspection
975,AC-046,2023-05-16,Scheduled,3.6,Routine Inspection
976,AC-046,2021-05-06,Scheduled,3.5,Routine Inspection
977,AC-046,2024-06-11,Scheduled,1.4,Routine Inspection
978,AC-046,2025-05-20,Scheduled,3.1,Routine Inspection
979,AC-046,2025-05-23,Scheduled,3.4,Routine Inspection
980,AC-046,2025-06-14,Unscheduled,1.6,Sensor/Payload
981,AC-046,2024-09-20,Unscheduled,2.4,Sensor/Payload
982,AC-046,2024-10-22,Unscheduled,0.9,Engine
983,AC-046,2022-01-20,Unscheduled,2.0,Airframe
984,AC-046,2023-04-22,Unscheduled,6.8,Airframe
985,AC-046,2025-01-25,Unscheduled,10.0,Other
986,AC-046,2023-01-06,Unscheduled,3.8,Engine
987,AC-046,2022-03-13,Unscheduled,9.1,Avionics
988,AC-046,2023-02-19,Unscheduled,4.1,Avionics
989,AC-047,2023-10-31,Scheduled,2.9,Routine Inspection
990,AC-047,2023-02-16,Scheduled,3.2,Routine Inspection
991,AC-047,2023-10-22,Scheduled,2.0,Routine Inspection
992,AC-047,2022-08-15,Scheduled,2.2,Routine Inspection
993,AC-047,2025-08-03,Scheduled,1.1,Routine Inspection
994,AC-047,2023-07-06,Scheduled,3.1,Routine Inspection
995,AC-047,2024-01-02,Scheduled,1.4,Routine Inspection
996,AC-047,2022-06-18,Scheduled,3.7,Routine Inspection
997,AC-047,2024-04-08,Scheduled,2.6,Routine Inspection
998,AC-047,2025-05-17,Scheduled,2.9,Routine Inspection
999,AC-047,2021-09-30,Scheduled,2.0,Routine Inspection
1000,AC-047,2025-11-16,Scheduled,1.6,Routine Inspection
1001,AC-047,2021-07-04,Scheduled,3.8,Routine Inspection
1002,AC-047,2022-11-30,Unscheduled,7.7,Sensor/Payload
1003,AC-047,2025-05-29,Unscheduled,3.0,Other
1004,AC-047,2024-12-03,Unscheduled,2.6,Engine
1005,AC-047,2022-01-21,Unscheduled,8.1,Sensor/Payload
1006,AC-047,2021-06-19,Unscheduled,0.7,Sensor/Payload
1007,AC-048,2024-08-08,Scheduled,3.8,Routine Inspection
1008,AC-048,2021-06-15,Scheduled,4.0,Routine Inspection
1009,AC-048,2021-10-18,Scheduled,1.2,Routine Inspection
1010,AC-048,2024-02-10,Scheduled,2.8,Routine Inspection
1011,AC-048,2023-02-10,Scheduled,2.9,Routine Inspection
1012,AC-048,2024-03-19,Scheduled,3.5,Routine Inspection
1013,AC-048,2024-10-12,Scheduled,3.9,Routine Inspection
1014,AC-048,2023-11-30,Scheduled,4.0,Routine Inspection
1015,AC-048,2025-02-05,Scheduled,3.0,Routine Inspection
1016,AC-048,2021-05-17,Scheduled,1.6,Routine Inspection
1017,AC-048,2022-01-18,Scheduled,2.6,Routine Inspection
1018,AC-048,2023-10-31,Unscheduled,1.8,Sensor/Payload
1019,AC-048,2023-11-18,Unscheduled,4.9,Avionics
1020,AC-048,2025-08-02,Unscheduled,0.9,Engine
1021,AC-048,2025-02-21,Unscheduled,1.9,Engine
1022,AC-048,2025-03-30,Unscheduled,0.5,Airframe
1023,AC-048,2025-07-23,Unscheduled,1.3,Airframe
1024,AC-048,2021-05-02,Unscheduled,0.6,Avionics
1025,AC-048,2025-08-06,Unscheduled,0.5,Engine
1026,AC-048,2025-05-31,Unscheduled,4.5,Engine
1027,AC-048,2022-07-28,Unscheduled,0.5,Avionics
1028,AC-048,2025-06-15,Unscheduled,3.0,Engine
1029,AC-048,2022-03-31,Unscheduled,1.4,Avionics
1030,AC-048,2025-10-08,Unscheduled,0.5,Airframe
1031,AC-049,2024-12-03,Scheduled,2.0,Routine Inspection
1032,AC-049,2023-10-26,Scheduled,3.5,Routine Inspection
1033,AC-049,2022-10-09,Scheduled,2.0,Routine Inspection
1034,AC-049,2021-03-18,Scheduled,1.7,Routine Inspection
1035,AC-049,2025-08-13,Scheduled,1.3,Routine Inspection
1036,AC-049,2025-09-16,Scheduled,3.6,Routine Inspection
1037,AC-049,2023-10-25,Scheduled,3.1,Routine Inspection
1038,AC-049,2021-09-20,Scheduled,2.6,Routine Inspection
1039,AC-049,2023-05-10,Scheduled,2.0,Routine Inspection
1040,AC-049,2025-06-10,Scheduled,1.8,Routine Inspection
1041,AC-049,2021-07-30,Scheduled,3.4,Routine Inspection
1042,AC-049,2024-12-15,Scheduled,1.2,Routine Inspection
1043,AC-049,2021-04-30,Scheduled,2.0,Routine Inspection
1044,AC-049,2024-08-10,Unscheduled,0.7,Avionics
1045,AC-049,2021-07-21,Unscheduled,1.1,Engine
1046,AC-049,2023-08-14,Unscheduled,7.2,Avionics
1047,AC-049,2022-12-31,Unscheduled,0.5,Engine
1048,AC-049,2022-07-07,Unscheduled,4.0,Airframe
1049,AC-049,2024-03-01,Unscheduled,1.6,Avionics
1050,AC-049,2023-08-03,Unscheduled,0.5,Avionics
1051,AC-049,2025-12-03,Unscheduled,3.2,Avionics
1052,AC-049,2023-04-30,Unscheduled,0.5,Avionics
1053,AC-049,2023-08-22,Unscheduled,3.2,Sensor/Payload
1054,AC-050,2022-10-30,Scheduled,3.9,Routine Inspection
1055,AC-050,2024-11-03,Scheduled,3.1,Routine Inspection
1056,AC-050,2024-06-04,Scheduled,2.9,Routine Inspection
1057,AC-050,2025-09-10,Scheduled,3.4,Routine Inspection
1058,AC-050,2023-06-15,Scheduled,1.4,Routine Inspection
1059,AC-050,2025-09-17,Scheduled,2.5,Routine Inspection
1060,AC-050,2023-06-04,Scheduled,3.4,Routine Inspection
1061,AC-050,2025-02-20,Scheduled,3.2,Routine Inspection
1062,AC-050,2024-05-08,Scheduled,1.3,Routine Inspection
1063,AC-050,2021-12-12,Scheduled,3.5,Routine Inspection
1064,AC-050,2023-07-22,Scheduled,2.2,Routine Inspection
1065,AC-050,2024-02-24,Scheduled,3.0,Routine Inspection
1066,AC-050,2021-01-27,Unscheduled,17.2,Avionics
1067,AC-050,2021-09-18,Unscheduled,3.0,Engine
1068,AC-050,2022-02-28,Unscheduled,1.4,Avionics
1069,AC-050,2025-12-04,Unscheduled,1.1,Engine
1070,AC-050,2024-11-27,Unscheduled,3.9,Airframe
1071,AC-050,2024-11-10,Unscheduled,0.5,Airframe
1072,AC-050,2022-04-02,Unscheduled,1.1,Sensor/Payload
1073,AC-050,2021-05-08,Unscheduled,1.1,Other
1074,AC-050,2024-06-11,Unscheduled,1.9,Avionics
1075,AC-050,2023-01-23,Unscheduled,3.2,Airframe
1076,AC-050,2025-05-22,Unscheduled,3.3,Engine
1077,AC-050,2022-12-21,Unscheduled,0.5,Other
1078,AC-050,2023-07-05,Unscheduled,2.9,Engine
1079,AC-050,2023-12-02,Unscheduled,1.7,Avionics
