flight_id,aircraft_id,unit,flight_date,flight_hours,mission_type,weather_condition,completed,abort_reason
13280,AC-019,Delta,2021-03-25,3.0,Operational,Clear,True,
13281,AC-019,Delta,2021-03-31,4.8,Operational,Clear,True,
13282,AC-019,Delta,2021-04-01,1.9,Operational,Marginal,False,Technical
13283,AC-019,Delta,2021-04-03,2.7,Operational,Clear,True,
13284,AC-019,Delta,2021-04-05,0.6,Operational,Clear,False,Other
13285,AC-019,Delta,2021-04-06,3.7,Operational,Marginal,True,
13286,AC-019,Delta,2021-04-07,0.2,Training,Clear,False,Technical
13287,AC-019,Delta,2021-04-11,3.8,Training,Clear,True,
13288,AC-019,Delta,2021-04-12,3.6,Operational,Clear,True,
13289,AC-019,Delta,2021-04-16,4.0,Operational,Clear,True,
13290,AC-019,Delta,2021-04-19,3.6,Transit,Marginal,True,
13291,AC-019,Delta,2021-04-20,0.7,Training,Marginal,False,Technical
13292,AC-019,Delta,2021-04-22,2.7,Training,Clear,True,
13293,AC-019,Delta,2021-04-23,4.3,Transit,Clear,True,
13294,AC-019,Delta,2021-04-24,3.2,Transit,Clear,True,
13295,AC-019,Delta,2021-04-25,3.6,Training,Poor,True,
13296,AC-019,Delta,2021-04-26,3.0,Training,Clear,True,
13297,AC-019,Delta,2021-04-27,1.9,Training,Clear,True,
13298,AC-019,Delta,2021-04-28,1.3,Training,Clear,False,Technical
13299,AC-019,Delta,2021-04-30,3.7,Training,Clear,True,
13300,AC-019,Delta,2021-05-01,5.1,Operational,Clear,True,
13301,AC-019,Delta,2021-05-03,4.1,Operational,Clear,True,
13302,AC-019,Delta,2021-05-08,0.6,Reconnaissance,Clear,False,Technical
13303,AC-019,Delta,2021-05-11,4.2,Operational,Marginal,True,
13304,AC-019,Delta,2021-05-12,1.6,Training,Clear,False,Technical
13305,AC-019,Delta,2021-05-13,2.8,Transit,Clear,True,
13306,AC-019,Delta,2021-05-15,2.8,Training,Marginal,True,
13307,AC-019,Delta,2021-05-17,2.3,Operational,Clear,True,
13308,AC-019,Delta,2021-05-20,0.5,Training,Clear,False,Other
13309,AC-019,Delta,2021-05-21,2.3,Training,Marginal,True,
13310,AC-019,Delta,2021-05-23,1.3,Training,Clear,False,Other
13311,AC-019,Delta,2021-05-24,3.4,Operational,Clear,True,
13312,AC-019,Delta,2021-05-25,4.7,Operational,Clear,True,
13313,AC-019,Delta,2021-05-26,0.4,Operational,Marginal,False,Weather
13314,AC-019,Delta,2021-05-27,3.3,Training,Clear,True,
13315,AC-019,Delta,2021-05-28,1.4,Transit,Clear,True,
13316,AC-019,Delta,2021-05-30,3.2,Operational,Marginal,True,
13317,AC-019,Delta,2021-06-01,5.5,Training,Marginal,True,
13318,AC-019,Delta,2021-06-04,3.9,Training,Clear,True,
13319,AC-019,Delta,2021-06-05,0.6,Operational,Marginal,False,Other
13320,AC-019,Delta,2021-06-07,5.5,Reconnaissance,Clear,True,
13321,AC-019,Delta,2021-06-09,0.5,Transit,Marginal,False,Technical
13322,AC-019,Delta,2021-06-12,3.5,Training,Clear,True,
13323,AC-019,Delta,2021-06-13,5.6,Transit,Clear,True,
13324,AC-019,Delta,2021-06-14,0.9,Operational,Marginal,False,Weather
13325,AC-019,Delta,2021-06-19,3.0,Training,Clear,True,
13326,AC-019,Delta,2021-06-21,0.8,Training,Clear,False,Technical
13327,AC-019,Delta,2021-06-23,1.4,Reconnaissance,Clear,False,Technical
13328,AC-019,Delta,2021-06-26,2.4,Reconnaissance,Clear,True,
13329,AC-019,Delta,2021-06-27,0.3,Operational,Marginal,False,Weather
13330,AC-019,Delta,2021-06-28,4.0,Transit,Clear,True,
13331,AC-019,Delta,2021-07-01,0.2,Training,Clear,False,Technical
13332,AC-019,Delta,2021-07-02,0.9,Training,Marginal,False,Technical
13333,AC-019,Delta,2021-07-04,5.4,Reconnaissance,Clear,True,
13334,AC-019,Delta,2021-07-05,3.6,Reconnaissance,Clear,True,
13335,AC-019,Delta,2021-07-06,1.0,Training,Clear,False,Technical
13336,AC-019,Delta,2021-07-11,0.4,Training,Clear,False,Other
13337,AC-019,Delta,2021-07-13,3.2,Reconnaissance,Clear,True,
13338,AC-019,Delta,2021-07-14,2.3,Training,Clear,True,
13339,AC-019,Delta,2021-07-15,4.8,Operational,Marginal,True,
13340,AC-019,Delta,2021-07-17,3.8,Training,Clear,True,
13341,AC-019,Delta,2021-07-18,3.2,Training,Clear,True,
13342,AC-019,Delta,2021-07-19,1.0,Operational,Clear,False,Technical
13343,AC-019,Delta,2021-07-20,3.1,Training,Clear,True,
13344,AC-019,Delta,2021-07-22,2.4,Training,Clear,True,
13345,AC-019,Delta,2021-07-25,5.0,Training,Marginal,True,
13346,AC-019,Delta,2021-07-27,0.8,Operational,Marginal,False,Weather
13347,AC-019,Delta,2021-07-28,3.5,Transit,Clear,True,
13348,AC-019,Delta,2021-07-31,1.0,Reconnaissance,Clear,False,Technical
13349,AC-019,Delta,2021-08-03,2.0,Operational,Marginal,True,
13350,AC-019,Delta,2021-08-04,4.0,Training,Marginal,True,
13351,AC-019,Delta,2021-08-05,2.4,Transit,Clear,True,
13352,AC-019,Delta,2021-08-06,3.0,Training,Clear,True,
13353,AC-019,Delta,2021-08-09,0.5,Training,Clear,True,
13354,AC-019,Delta,2021-08-11,5.5,Reconnaissance,Clear,True,
13355,AC-019,Delta,2021-08-14,1.5,Training,Clear,False,Technical
13356,AC-019,Delta,2021-08-16,2.2,Operational,Marginal,True,
13357,AC-019,Delta,2021-08-17,1.2,Operational,Clear,False,Other
13358,AC-019,Delta,2021-08-18,3.1,Training,Clear,True,
13359,AC-019,Delta,2021-08-19,4.2,Operational,Poor,True,
13360,AC-019,Delta,2021-08-20,0.3,Operational,Clear,False,Technical
13361,AC-019,Delta,2021-08-21,4.6,Operational,Clear,True,
13362,AC-019,Delta,2021-08-24,2.4,Reconnaissance,Clear,True,
13363,AC-019,Delta,2021-08-25,2.7,Training,Clear,True,
13364,AC-019,Delta,2021-08-26,0.4,Operational,Poor,False,Other
13365,AC-019,Delta,2021-08-27,5.0,Training,Marginal,True,
13366,AC-019,Delta,2021-08-28,0.3,Training,Marginal,False,Other
13367,AC-019,Delta,2021-08-29,1.6,Operational,Clear,True,
13368,AC-019,Delta,2021-08-30,2.1,Training,Clear,True,
13369,AC-019,Delta,2021-09-02,2.5,Operational,Clear,True,
13370,AC-019,Delta,2021-09-04,2.0,Operational,Clear,True,
13371,AC-019,Delta,2021-09-05,2.4,Transit,Poor,True,
13372,AC-019,Delta,2021-09-06,2.2,Operational,Clear,True,
13373,AC-019,Delta,2021-09-08,1.4,Training,Clear,True,
13374,AC-019,Delta,2021-09-09,0.5,Training,Clear,True,
13375,AC-019,Delta,2021-09-11,3.0,Training,Clear,True,
13376,AC-019,Delta,2021-09-12,2.3,Training,Clear,True,
13377,AC-019,Delta,2021-09-14,3.8,Training,Clear,True,
13378,AC-019,Delta,2021-09-15,0.5,Training,Clear,False,Other
13379,AC-019,Delta,2021-09-17,3.9,Transit,Marginal,True,
13380,AC-019,Delta,2021-09-18,1.8,Operational,Clear,True,
13381,AC-019,Delta,2021-09-20,2.3,Operational,Marginal,True,
13382,AC-019,Delta,2021-09-21,3.4,Training,Clear,True,
13383,AC-019,Delta,2021-09-22,4.1,Reconnaissance,Clear,True,
13384,AC-019,Delta,2021-09-23,5.0,Operational,Clear,True,
13385,AC-019,Delta,2021-09-26,2.2,Operational,Clear,True,
13386,AC-019,Delta,2021-09-27,2.2,Transit,Clear,True,
13387,AC-019,Delta,2021-09-28,1.3,Transit,Clear,False,Technical
13388,AC-019,Delta,2021-09-30,3.5,Operational,Clear,True,
13389,AC-019,Delta,2021-10-01,1.3,Transit,Clear,False,Technical
13390,AC-019,Delta,2021-10-02,1.7,Reconnaissance,Clear,True,
13391,AC-019,Delta,2021-10-06,3.9,Operational,Clear,True,
13392,AC-019,Delta,2021-10-10,4.2,Training,Marginal,True,
13393,AC-019,Delta,2021-10-12,2.8,Training,Clear,True,
13394,AC-019,Delta,2021-10-19,4.4,Reconnaissance,Clear,True,
13395,AC-019,Delta,2021-10-29,1.2,Training,Marginal,False,Weather
13396,AC-019,Delta,2021-11-01,4.3,Training,Clear,True,
13397,AC-019,Delta,2021-11-03,2.3,Training,Clear,True,
13398,AC-019,Delta,2021-11-22,4.3,Operational,Marginal,True,
13399,AC-019,Delta,2021-11-24,3.9,Training,Clear,True,
13400,AC-019,Delta,2021-12-03,2.1,Training,Marginal,True,
13401,AC-019,Delta,2021-12-06,3.5,Reconnaissance,Clear,True,
13402,AC-019,Delta,2021-12-09,2.9,Reconnaissance,Marginal,True,
13403,AC-019,Delta,2021-12-10,3.3,Operational,Clear,True,
13404,AC-019,Delta,2021-12-30,4.7,Training,Clear,True,
13405,AC-019,Delta,2022-01-01,0.7,Operational,Poor,False,Technical
13406,AC-019,Delta,2022-01-02,3.1,Training,Clear,True,
13407,AC-019,Delta,2022-01-05,5.5,Training,Poor,True,
13408,AC-019,Delta,2022-01-06,3.4,Operational,Marginal,True,
13409,AC-019,Delta,2022-01-10,3.3,Training,Clear,True,
13410,AC-019,Delta,2022-01-11,1.0,Operational,Marginal,False,Technical
13411,AC-019,Delta,2022-01-12,2.0,Reconnaissance,Marginal,True,
13412,AC-019,Delta,2022-01-23,2.4,Training,Clear,True,
13413,AC-019,Delta,2022-01-28,5.3,Operational,Clear,True,
13414,AC-019,Delta,2022-02-06,2.3,Operational,Clear,True,
13415,AC-019,Delta,2022-02-07,2.3,Training,Marginal,True,
13416,AC-019,Delta,2022-02-08,4.0,Operational,Clear,True,
13417,AC-019,Delta,2022-02-10,1.2,Training,Poor,False,Technical
13418,AC-019,Delta,2022-02-13,0.5,Training,Clear,False,Other
13419,AC-019,Delta,2022-02-14,2.2,Transit,Clear,True,
13420,AC-019,Delta,2022-02-15,2.2,Transit,Clear,True,
13421,AC-019,Delta,2022-02-20,1.2,Reconnaissance,Clear,False,Weather
13422,AC-019,Delta,2022-02-21,1.5,Transit,Marginal,False,Technical
13423,AC-019,Delta,2022-02-25,1.7,Training,Marginal,True,
13424,AC-019,Delta,2022-03-04,1.8,Training,Clear,True,
13425,AC-019,Delta,2022-03-05,4.3,Reconnaissance,Clear,True,
13426,AC-019,Delta,2022-03-07,3.7,Reconnaissance,Marginal,True,
13427,AC-019,Delta,2022-03-08,2.1,Reconnaissance,Poor,False,Technical
13428,AC-019,Delta,2022-03-11,2.7,Training,Marginal,True,
13429,AC-019,Delta,2022-03-15,2.2,Training,Poor,True,
13430,AC-019,Delta,2022-03-17,0.7,Operational,Marginal,False,Other
13431,AC-019,Delta,2022-03-18,1.8,Transit,Marginal,False,Technical
13432,AC-019,Delta,2022-03-19,1.1,Reconnaissance,Poor,False,Weather
13433,AC-019,Delta,2022-03-20,4.1,Operational,Clear,True,
13434,AC-019,Delta,2022-03-25,0.8,Training,Poor,False,Weather
13435,AC-019,Delta,2022-03-27,2.8,Training,Marginal,True,
13436,AC-019,Delta,2022-04-01,0.3,Training,Clear,False,Technical
13437,AC-019,Delta,2022-04-03,2.1,Training,Clear,True,
13438,AC-019,Delta,2022-04-06,1.2,Transit,Poor,False,Weather
13439,AC-019,Delta,2022-04-07,2.9,Training,Clear,True,
13440,AC-019,Delta,2022-04-09,2.6,Operational,Marginal,True,
13441,AC-019,Delta,2022-04-10,4.0,Operational,Clear,True,
13442,AC-019,Delta,2022-04-11,0.4,Training,Clear,False,Technical
13443,AC-019,Delta,2022-04-13,3.9,Training,Poor,True,
13444,AC-019,Delta,2022-04-14,2.0,Operational,Marginal,True,
13445,AC-019,Delta,2022-04-16,0.5,Training,Clear,True,
13446,AC-019,Delta,2022-04-17,3.3,Training,Marginal,True,
13447,AC-019,Delta,2022-04-21,3.7,Operational,Clear,True,
13448,AC-019,Delta,2022-04-22,2.6,Operational,Clear,True,
13449,AC-019,Delta,2022-04-24,3.7,Operational,Clear,True,
13450,AC-019,Delta,2022-04-25,3.1,Training,Clear,True,
13451,AC-019,Delta,2022-04-26,1.4,Operational,Poor,False,Weather
13452,AC-019,Delta,2022-04-27,3.6,Training,Clear,True,
13453,AC-019,Delta,2022-04-28,5.6,Training,Clear,True,
13454,AC-019,Delta,2022-04-29,3.5,Training,Clear,True,
13455,AC-019,Delta,2022-05-01,4.5,Training,Marginal,True,
13456,AC-019,Delta,2022-05-02,2.2,Training,Clear,True,
13457,AC-019,Delta,2022-05-07,2.5,Transit,Clear,True,
13458,AC-019,Delta,2022-05-08,2.2,Training,Marginal,True,
13459,AC-019,Delta,2022-05-11,2.5,Training,Clear,True,
13460,AC-019,Delta,2022-05-13,1.5,Operational,Clear,False,Technical
13461,AC-019,Delta,2022-05-14,2.1,Training,Marginal,True,
13462,AC-019,Delta,2022-05-15,1.9,Operational,Clear,True,
13463,AC-019,Delta,2022-05-16,3.1,Transit,Clear,True,
13464,AC-019,Delta,2022-05-19,3.1,Training,Clear,True,
13465,AC-019,Delta,2022-05-21,0.9,Transit,Clear,False,Technical
13466,AC-019,Delta,2022-05-22,0.9,Training,Clear,True,
13467,AC-019,Delta,2022-05-23,1.5,Operational,Clear,False,Technical
13468,AC-019,Delta,2022-05-24,0.6,Reconnaissance,Clear,False,Technical
13469,AC-019,Delta,2022-05-26,0.3,Training,Marginal,False,Weather
13470,AC-019,Delta,2022-05-29,1.0,Training,Clear,False,Technical
13471,AC-019,Delta,2022-05-31,1.6,Training,Poor,True,
13472,AC-019,Delta,2022-06-01,3.5,Training,Clear,True,
13473,AC-019,Delta,2022-06-02,1.0,Operational,Clear,False,Technical
13474,AC-019,Delta,2022-06-04,5.1,Training,Marginal,True,
13475,AC-019,Delta,2022-06-05,4.8,Training,Marginal,True,
13476,AC-019,Delta,2022-06-12,3.3,Operational,Clear,True,
13477,AC-019,Delta,2022-06-13,1.5,Operational,Clear,True,
13478,AC-019,Delta,2022-06-14,2.6,Training,Clear,True,
13479,AC-019,Delta,2022-06-15,2.3,Training,Clear,True,
13480,AC-019,Delta,2022-06-16,4.0,Training,Clear,True,
13481,AC-019,Delta,2022-06-17,3.7,Operational,Poor,True,
13482,AC-019,Delta,2022-06-22,1.8,Training,Clear,True,
13483,AC-019,Delta,2022-06-25,0.8,Reconnaissance,Poor,False,Technical
13484,AC-019,Delta,2022-06-26,0.5,Training,Marginal,False,Technical
13485,AC-019,Delta,2022-06-27,0.8,Operational,Marginal,False,Weather
13486,AC-019,Delta,2022-06-28,5.3,Training,Clear,True,
13487,AC-019,Delta,2022-06-30,4.8,Reconnaissance,Clear,True,
13488,AC-019,Delta,2022-07-03,3.4,Training,Clear,True,
13489,AC-019,Delta,2022-07-04,3.6,Training,Clear,True,
13490,AC-019,Delta,2022-07-06,2.8,Transit,Marginal,True,
13491,AC-019,Delta,2022-07-09,4.3,Training,Clear,True,
13492,AC-019,Delta,2022-07-12,4.4,Training,Marginal,True,
13493,AC-019,Delta,2022-07-14,3.1,Transit,Clear,True,
13494,AC-019,Delta,2022-07-15,5.6,Training,Clear,True,
13495,AC-019,Delta,2022-07-17,1.7,Training,Clear,True,
13496,AC-019,Delta,2022-07-18,0.4,Training,Marginal,False,Technical
13497,AC-019,Delta,2022-07-19,1.2,Training,Marginal,True,
13498,AC-019,Delta,2022-07-21,3.3,Training,Clear,True,
13499,AC-019,Delta,2022-07-22,3.2,Operational,Clear,True,
13500,AC-019,Delta,2022-07-24,3.3,Operational,Clear,True,
13501,AC-019,Delta,2022-07-27,3.4,Operational,Marginal,True,
13502,AC-019,Delta,2022-07-28,0.4,Training,Marginal,False,Technical
13503,AC-019,Delta,2022-07-29,2.7,Training,Clear,True,
13504,AC-019,Delta,2022-08-02,2.1,Training,Marginal,True,
13505,AC-019,Delta,2022-08-05,0.3,Operational,Clear,False,Technical
13506,AC-019,Delta,2022-08-07,3.8,Operational,Marginal,True,
13507,AC-019,Delta,2022-08-09,0.9,Operational,Clear,False,Weather
13508,AC-019,Delta,2022-08-10,4.1,Training,Marginal,True,
13509,AC-019,Delta,2022-08-11,0.9,Transit,Marginal,False,Weather
13510,AC-019,Delta,2022-08-13,4.3,Operational,Clear,True,
13511,AC-019,Delta,2022-08-15,4.2,Reconnaissance,Clear,True,
13512,AC-019,Delta,2022-08-17,2.7,Training,Marginal,True,
13513,AC-019,Delta,2022-08-19,3.2,Transit,Marginal,True,
13514,AC-019,Delta,2022-08-21,3.0,Training,Clear,True,
13515,AC-019,Delta,2022-08-23,1.7,Transit,Clear,True,
13516,AC-019,Delta,2022-08-24,3.1,Training,Marginal,True,
13517,AC-019,Delta,2022-08-25,2.3,Operational,Clear,True,
13518,AC-019,Delta,2022-08-26,3.9,Operational,Clear,True,
13519,AC-019,Delta,2022-08-28,1.9,Training,Marginal,False,Other
13520,AC-019,Delta,2022-08-29,4.1,Operational,Clear,True,
13521,AC-019,Delta,2022-08-30,0.7,Operational,Marginal,False,Technical
13522,AC-019,Delta,2022-08-31,3.6,Operational,Clear,True,
13523,AC-019,Delta,2022-09-01,3.5,Training,Marginal,True,
13524,AC-019,Delta,2022-09-03,2.5,Training,Clear,True,
13525,AC-019,Delta,2022-09-04,2.4,Training,Clear,True,
13526,AC-019,Delta,2022-09-05,1.1,Operational,Poor,False,Technical
13527,AC-019,Delta,2022-09-08,0.6,Training,Clear,False,Other
13528,AC-019,Delta,2022-09-09,4.1,Training,Poor,True,
13529,AC-019,Delta,2022-09-13,0.5,Training,Marginal,False,Weather
13530,AC-019,Delta,2022-09-19,3.0,Reconnaissance,Marginal,True,
13531,AC-019,Delta,2022-09-20,1.9,Training,Clear,True,
13532,AC-019,Delta,2022-09-21,2.7,Reconnaissance,Clear,True,
13533,AC-019,Delta,2022-09-22,1.2,Operational,Clear,True,
13534,AC-019,Delta,2022-09-23,2.5,Training,Clear,True,
13535,AC-019,Delta,2022-09-28,0.4,Training,Poor,False,Technical
13536,AC-019,Delta,2022-10-04,3.1,Training,Marginal,True,
13537,AC-019,Delta,2022-10-05,2.9,Training,Clear,True,
13538,AC-019,Delta,2022-10-06,4.2,Operational,Marginal,True,
13539,AC-019,Delta,2022-10-13,0.9,Training,Marginal,False,Other
13540,AC-019,Delta,2022-10-22,2.3,Training,Clear,True,
13541,AC-019,Delta,2022-10-25,2.8,Transit,Clear,True,
13542,AC-019,Delta,2022-10-26,3.2,Operational,Clear,True,
13543,AC-019,Delta,2022-10-27,1.3,Operational,Marginal,True,
13544,AC-019,Delta,2022-10-31,1.3,Transit,Poor,True,
13545,AC-019,Delta,2022-11-02,2.1,Training,Clear,True,
13546,AC-019,Delta,2022-11-03,2.8,Operational,Clear,True,
13547,AC-019,Delta,2022-11-05,4.0,Training,Clear,True,
13548,AC-019,Delta,2022-11-08,1.1,Transit,Marginal,False,Weather
13549,AC-019,Delta,2022-11-13,2.5,Training,Clear,True,
13550,AC-019,Delta,2022-11-20,2.2,Reconnaissance,Clear,True,
13551,AC-019,Delta,2022-11-21,1.7,Training,Clear,True,
13552,AC-019,Delta,2022-11-27,1.1,Reconnaissance,Clear,False,Technical
13553,AC-019,Delta,2022-11-28,5.1,Training,Clear,True,
13554,AC-019,Delta,2022-12-01,0.4,Reconnaissance,Clear,False,Technical
13555,AC-019,Delta,2022-12-04,2.4,Operational,Poor,True,
13556,AC-019,Delta,2022-12-10,4.1,Training,Clear,True,
13557,AC-019,Delta,2022-12-12,1.8,Transit,Clear,True,
13558,AC-019,Delta,2022-12-13,4.7,Training,Clear,True,
13559,AC-019,Delta,2022-12-15,1.0,Operational,Poor,False,Weather
13560,AC-019,Delta,2022-12-22,0.2,Operational,Marginal,False,Technical
13561,AC-019,Delta,2022-12-26,2.3,Training,Marginal,True,
13562,AC-019,Delta,2022-12-28,4.0,Training,Clear,True,
13563,AC-019,Delta,2023-01-03,3.4,Reconnaissance,Marginal,True,
13564,AC-019,Delta,2023-01-05,2.7,Training,Clear,True,
13565,AC-019,Delta,2023-01-06,2.2,Reconnaissance,Marginal,True,
13566,AC-019,Delta,2023-01-10,2.5,Training,Clear,True,
13567,AC-019,Delta,2023-01-15,4.9,Operational,Marginal,True,
13568,AC-019,Delta,2023-01-22,0.2,Operational,Clear,False,Weather
13569,AC-019,Delta,2023-01-28,2.6,Training,Marginal,True,
13570,AC-019,Delta,2023-01-29,3.8,Training,Clear,True,
13571,AC-019,Delta,2023-01-30,5.5,Reconnaissance,Marginal,True,
13572,AC-019,Delta,2023-02-04,3.6,Operational,Clear,True,
13573,AC-019,Delta,2023-02-09,1.2,Training,Poor,True,
13574,AC-019,Delta,2023-02-14,1.5,Training,Clear,False,Technical
13575,AC-019,Delta,2023-02-16,2.9,Reconnaissance,Clear,True,
13576,AC-019,Delta,2023-02-18,4.1,Training,Marginal,True,
13577,AC-019,Delta,2023-02-20,2.1,Reconnaissance,Marginal,False,Weather
13578,AC-019,Delta,2023-02-21,1.4,Training,Clear,False,Technical
13579,AC-019,Delta,2023-02-22,4.4,Training,Clear,True,
13580,AC-019,Delta,2023-02-27,0.6,Training,Poor,False,Other
13581,AC-019,Delta,2023-03-01,2.0,Training,Clear,False,Technical
13582,AC-019,Delta,2023-03-04,3.6,Operational,Marginal,True,
13583,AC-019,Delta,2023-03-06,3.3,Training,Clear,True,
13584,AC-019,Delta,2023-03-07,3.2,Training,Clear,True,
13585,AC-019,Delta,2023-03-09,3.1,Training,Clear,True,
13586,AC-019,Delta,2023-03-10,2.9,Operational,Clear,True,
13587,AC-019,Delta,2023-03-15,2.6,Training,Marginal,True,
13588,AC-019,Delta,2023-03-21,0.4,Training,Marginal,False,Weather
13589,AC-019,Delta,2023-03-22,2.6,Training,Marginal,True,
13590,AC-019,Delta,2023-03-30,3.1,Operational,Clear,True,
13591,AC-019,Delta,2023-04-01,2.1,Training,Marginal,False,Technical
13592,AC-019,Delta,2023-04-04,0.6,Operational,Poor,False,Weather
13593,AC-019,Delta,2023-04-05,3.7,Training,Clear,True,
13594,AC-019,Delta,2023-04-09,1.8,Operational,Clear,True,
13595,AC-019,Delta,2023-04-10,3.4,Operational,Clear,True,
13596,AC-019,Delta,2023-04-11,1.2,Training,Clear,False,Other
13597,AC-019,Delta,2023-04-14,1.4,Training,Marginal,True,
13598,AC-019,Delta,2023-04-16,0.3,Reconnaissance,Clear,False,Weather
13599,AC-019,Delta,2023-04-19,0.7,Training,Clear,False,Technical
13600,AC-019,Delta,2023-04-21,3.1,Reconnaissance,Marginal,True,
13601,AC-019,Delta,2023-04-22,2.9,Operational,Clear,True,
13602,AC-019,Delta,2023-04-23,1.0,Training,Clear,False,Other
13603,AC-019,Delta,2023-04-28,2.6,Training,Clear,True,
13604,AC-019,Delta,2023-04-29,2.0,Operational,Clear,True,
13605,AC-019,Delta,2023-04-30,4.2,Reconnaissance,Poor,True,
13606,AC-019,Delta,2023-05-02,3.0,Operational,Clear,True,
13607,AC-019,Delta,2023-05-03,2.4,Training,Clear,True,
13608,AC-019,Delta,2023-05-04,0.3,Transit,Marginal,False,Weather
13609,AC-019,Delta,2023-05-05,2.8,Operational,Clear,True,
13610,AC-019,Delta,2023-05-06,3.7,Training,Clear,True,
13611,AC-019,Delta,2023-05-07,4.9,Reconnaissance,Clear,True,
13612,AC-019,Delta,2023-05-08,0.4,Training,Poor,False,Other
13613,AC-019,Delta,2023-05-10,3.0,Training,Clear,True,
13614,AC-019,Delta,2023-05-11,2.7,Training,Clear,True,
13615,AC-019,Delta,2023-05-14,0.6,Training,Clear,False,Technical
13616,AC-019,Delta,2023-05-16,1.2,Training,Clear,False,Technical
13617,AC-019,Delta,2023-05-17,0.5,Operational,Clear,False,Technical
13618,AC-019,Delta,2023-05-18,1.8,Training,Clear,False,Technical
13619,AC-019,Delta,2023-05-21,2.3,Operational,Clear,True,
13620,AC-019,Delta,2023-05-23,2.4,Reconnaissance,Clear,True,
13621,AC-019,Delta,2023-05-26,3.9,Reconnaissance,Clear,True,
13622,AC-019,Delta,2023-05-27,4.5,Training,Marginal,True,
13623,AC-019,Delta,2023-05-28,4.4,Training,Clear,True,
13624,AC-019,Delta,2023-06-01,4.2,Operational,Clear,True,
13625,AC-019,Delta,2023-06-02,5.1,Operational,Marginal,True,
13626,AC-019,Delta,2023-06-04,6.0,Transit,Clear,True,
13627,AC-019,Delta,2023-06-06,3.7,Operational,Clear,True,
13628,AC-019,Delta,2023-06-09,1.5,Training,Clear,True,
13629,AC-019,Delta,2023-06-12,2.7,Operational,Marginal,True,
13630,AC-019,Delta,2023-06-14,4.2,Reconnaissance,Clear,True,
13631,AC-019,Delta,2023-06-15,4.9,Operational,Poor,True,
13632,AC-019,Delta,2023-06-16,0.3,Training,Clear,False,Technical
13633,AC-019,Delta,2023-06-17,0.8,Training,Poor,False,Technical
13634,AC-019,Delta,2023-06-20,3.1,Operational,Clear,True,
13635,AC-019,Delta,2023-06-27,3.2,Training,Clear,True,
13636,AC-019,Delta,2023-06-28,4.0,Operational,Clear,True,
13637,AC-019,Delta,2023-07-01,1.3,Transit,Marginal,False,Weather
13638,AC-019,Delta,2023-07-02,4.2,Reconnaissance,Marginal,True,
13639,AC-019,Delta,2023-07-05,3.0,Training,Clear,True,
13640,AC-019,Delta,2023-07-06,3.4,Operational,Marginal,True,
13641,AC-019,Delta,2023-07-07,1.7,Training,Clear,True,
13642,AC-019,Delta,2023-07-08,4.6,Reconnaissance,Clear,True,
13643,AC-019,Delta,2023-07-11,2.5,Reconnaissance,Marginal,True,
13644,AC-019,Delta,2023-07-13,3.0,Operational,Clear,True,
13645,AC-019,Delta,2023-07-14,0.3,Training,Poor,False,Technical
13646,AC-019,Delta,2023-07-19,1.3,Operational,Poor,False,Weather
13647,AC-019,Delta,2023-07-20,0.4,Operational,Clear,False,Other
13648,AC-019,Delta,2023-07-22,3.0,Operational,Clear,True,
13649,AC-019,Delta,2023-07-24,2.6,Reconnaissance,Clear,True,
13650,AC-019,Delta,2023-07-25,5.3,Training,Clear,True,
13651,AC-019,Delta,2023-07-26,3.6,Transit,Marginal,True,
13652,AC-019,Delta,2023-07-27,3.0,Training,Clear,True,
13653,AC-019,Delta,2023-08-02,1.2,Transit,Marginal,False,Other
13654,AC-019,Delta,2023-08-03,0.8,Training,Marginal,False,Weather
13655,AC-019,Delta,2023-08-05,0.3,Training,Marginal,False,Weather
13656,AC-019,Delta,2023-08-06,3.7,Reconnaissance,Clear,True,
13657,AC-019,Delta,2023-08-09,3.4,Operational,Clear,True,
13658,AC-019,Delta,2023-08-10,1.1,Training,Clear,False,Technical
13659,AC-019,Delta,2023-08-11,4.8,Training,Poor,True,
13660,AC-019,Delta,2023-08-13,3.3,Reconnaissance,Clear,True,
13661,AC-019,Delta,2023-08-14,2.5,Training,Clear,True,
13662,AC-019,Delta,2023-08-17,1.8,Training,Clear,True,
13663,AC-019,Delta,2023-08-19,5.1,Training,Clear,True,
13664,AC-019,Delta,2023-08-20,3.6,Operational,Clear,True,
13665,AC-019,Delta,2023-08-21,1.5,Operational,Marginal,False,Technical
13666,AC-019,Delta,2023-08-22,3.4,Reconnaissance,Clear,True,
13667,AC-019,Delta,2023-08-25,2.7,Training,Marginal,True,
13668,AC-019,Delta,2023-08-29,5.4,Operational,Clear,True,
13669,AC-019,Delta,2023-08-30,1.2,Operational,Clear,False,Technical
13670,AC-019,Delta,2023-09-01,3.5,Operational,Clear,True,
13671,AC-019,Delta,2023-09-02,3.3,Training,Clear,True,
13672,AC-019,Delta,2023-09-09,2.1,Transit,Marginal,True,
13673,AC-019,Delta,2023-09-12,4.5,Operational,Clear,True,
13674,AC-019,Delta,2023-09-13,4.1,Reconnaissance,Clear,True,
13675,AC-019,Delta,2023-09-14,4.2,Reconnaissance,Clear,True,
13676,AC-019,Delta,2023-09-15,3.9,Training,Clear,True,
13677,AC-019,Delta,2023-09-20,2.9,Training,Clear,True,
