exam_id,crew_id,unit,exam_date,exam_type,score,result
870,CR-226,Alpha,2022-12-02,Recurrent,75.9,Pass
871,CR-226,Alpha,2025-05-02,Initial,98.1,Pass
872,CR-226,Alpha,2021-09-06,Initial,86.6,Pass
873,CR-226,Alpha,2025-07-25,Recurrent,87.8,Pass
874,CR-227,Bravo,2025-01-01,Recurrent,80.7,Pass
875,CR-227,Bravo,2021-09-05,Recurrent,87.9,Pass
876,CR-227,Bravo,2024-09-29,Recurrent,81.6,Pass
877,CR-227,Bravo,2022-03-09,Recurrent,100.0,Pass
878,CR-228,Charlie,2022-09-17,Recurrent,78.2,Pass
879,CR-228,Charlie,2024-12-22,Recurrent,83.2,Pass
880,CR-228,Charlie,2024-05-04,Recurrent,82.5,Pass
881,CR-228,Charlie,2024-02-24,Recurrent,76.4,Pass
882,CR-228,Charlie,2023-09-03,Recurrent,86.7,Pass
883,CR-228,Charlie,2021-11-16,Initial,84.9,Pass
884,CR-229,Delta,2024-10-28,Recurrent,67.5,Fail
885,CR-229,Delta,2023-03-11,Recurrent,77.6,Pass
886,CR-229,Delta,2021-12-27,Initial,94.1,Pass
887,CR-229,Delta,2022-01-11,Recurrent,81.1,Pass
888,CR-230,Echo,2025-06-09,Recurrent,69.0,Fail
889,CR-230,Echo,2025-10-03,Initial,82.3,Pass
890,CR-230,Echo,2025-01-20,Recurrent,77.3,Pass
891,CR-231,Alpha,2023-06-25,Recurrent,76.8,Pass
892,CR-231,Alpha,2024-05-17,Initial,76.8,Pass
893,CR-231,Alpha,2025-09-26,Recurrent,84.0,Pass
894,CR-231,Alpha,2021-07-28,Recurrent,83.5,Pass
895,CR-232,Bravo,2025-09-15,Recurrent,82.2,Pass
896,CR-232,Bravo,2023-10-07,Recurrent,99.7,Pass
897,CR-232,Bravo,2023-01-03,Recurrent,80.7,Pass
898,CR-232,Bravo,2021-05-18,Initial,100.0,Pass
899,CR-232,Bravo,2023-07-19,Recurrent,66.8,Fail
900,CR-232,Bravo,2023-02-20,Recurrent,87.2,Pass
901,CR-233,Charlie,2024-09-16,Recurrent,79.7,Pass
902,CR-233,Charlie,2022-05-07,Recurrent,78.8,Pass
903,CR-233,Charlie,2023-05-21,Initial,85.2,Pass
904,CR-233,Charlie,2024-10-22,Initial,87.4,Pass
905,CR-233,Charlie,2025-07-12,Recurrent,82.4,Pass
906,CR-234,Delta,2025-01-25,Recurrent,69.1,Fail
907,CR-234,Delta,2024-05-30,Initial,70.0,Pass
908,CR-234,Delta,2023-12-03,Recurrent,95.9,Pass
909,CR-234,Delta,2023-04-28,Initial,74.2,Pass
910,CR-234,Delta,2025-12-12,Initial,75.8,Pass
911,CR-235,Echo,2022-06-03,Recurrent,84.8,Pass
912,CR-235,Echo,2021-12-08,Recurrent,95.9,Pass
913,CR-235,Echo,2025-05-06,Recurrent,76.4,Pass
914,CR-235,Echo,2024-08-20,Recurrent,83.9,Pass
915,CR-235,Echo,2025-09-13,Recurrent,79.5,Pass
916,CR-235,Echo,2024-02-23,Recurrent,77.6,Pass
917,CR-236,Alpha,2022-04-20,Initial,75.1,Pass
918,CR-236,Alpha,2024-03-24,Recurrent,82.7,Pass
919,CR-237,Bravo,2021-08-10,Initial,88.2,Pass
920,CR-237,Bravo,2023-01-25,Recurrent,82.9,Pass
921,CR-237,Bravo,2021-12-13,Initial,68.0,Fail
922,CR-237,Bravo,2022-09-29,Recurrent,93.0,Pass
923,CR-237,Bravo,2023-05-31,Recurrent,76.5,Pass
924,CR-238,Charlie,2025-02-08,Recurrent,87.4,Pass
925,CR-238,Charlie,2022-05-27,Recurrent,81.0,Pass
926,CR-238,Charlie,2023-12-18,Recurrent,81.0,Pass
927,CR-238,Charlie,2022-12-09,Recurrent,78.9,Pass
928,CR-239,Delta,2021-01-03,Initial,88.7,Pass
929,CR-239,Delta,2023-09-25,Recurrent,76.3,Pass
930,CR-239,Delta,2024-03-26,Recurrent,76.0,Pass
931,CR-239,Delta,2025-06-28,Initial,77.9,Pass
932,CR-239,Delta,2025-03-10,Recurrent,78.6,Pass
933,CR-239,Delta,2024-01-05,Recurrent,94.5,Pass
934,CR-240,Echo,2024-10-30,Recurrent,73.0,Pass
935,CR-240,Echo,2024-09-10,Recurrent,83.8,Pass
936,CR-240,Echo,2024-12-07,Recurrent,92.4,Pass
937,CR-240,Echo,2024-12-07,Recurrent,96.7,Pass
938,CR-240,Echo,2021-01-18,Recurrent,100.0,Pass
939,CR-240,Echo,2021-12-06,Initial,69.0,Fail
940,CR-241,Alpha,2022-04-06,Initial,84.7,Pass
941,CR-241,Alpha,2023-01-08,Recurrent,80.8,Pass
942,CR-241,Alpha,2022-06-08,Recurrent,71.1,Pass
943,CR-241,Alpha,2023-07-13,Recurrent,80.3,Pass
944,CR-241,Alpha,2025-02-06,Recurrent,90.8,Pass
945,CR-241,Alpha,2022-04-30,Recurrent,76.1,Pass
946,CR-242,Bravo,2021-11-18,Recurrent,75.8,Pass
947,CR-242,Bravo,2025-05-18,Recurrent,84.7,Pass
948,CR-243,Charlie,2021-07-21,Recurrent,87.9,Pass
949,CR-243,Charlie,2023-01-01,Recurrent,75.0,Pass
950,CR-244,Delta,2021-07-22,Recurrent,74.9,Pass
951,CR-244,Delta,2024-08-30,Recurrent,89.4,Pass
952,CR-245,Echo,2021-04-22,Initial,87.9,Pass
953,CR-245,Echo,2024-04-20,Recurrent,73.8,Pass
954,CR-246,Alpha,2025-09-17,Recurrent,85.8,Pass
955,CR-246,Alpha,2023-10-23,Initial,82.9,Pass
956,CR-246,Alpha,2024-05-01,Initial,74.3,Pass
957,CR-247,Bravo,2021-05-20,Initial,77.6,Pass
958,CR-247,Bravo,2025-10-05,Initial,85.1,Pass
959,CR-247,Bravo,2021-06-08,Recurrent,94.6,Pass
960,CR-247,Bravo,2025-10-05,Recurrent,79.1,Pass
961,CR-247,Bravo,2023-02-02,Recurrent,75.9,Pass
962,CR-248,Charlie,2022-03-07,Initial,77.9,Pass
963,CR-248,Charlie,2025-06-12,Recurrent,67.2,Fail
964,CR-248,Charlie,2024-10-21,Recurrent,75.9,Pass
965,CR-248,Charlie,2021-11-12,Recurrent,82.6,Pass
966,CR-249,Delta,2024-11-14,Recurrent,98.2,Pass
967,CR-249,Delta,2023-10-24,Recurrent,76.8,Pass
968,CR-249,Delta,2025-01-05,Recurrent,91.7,Pass
969,CR-249,Delta,2024-02-26,Recurrent,76.8,Pass
970,CR-249,Delta,2025-01-05,Recurrent,69.2,Fail
971,CR-250,Echo,2023-01-31,Initial,97.0,Pass
972,CR-250,Echo,2024-05-25,Recurrent,87.2,Pass
973,CR-250,Echo,2021-05-05,Initial,77.9,Pass
974,CR-250,Echo,2024-09-06,Recurrent,83.4,Pass
975,CR-251,Alpha,2024-05-07,Initial,84.3,Pass
976,CR-251,Alpha,2021-04-08,Recurrent,74.4,Pass
977,CR-251,Alpha,2023-01-14,Initial,84.7,Pass
978,CR-251,Alpha,2023-12-25,Recurrent,83.7,Pass
979,CR-251,Alpha,2023-01-27,Recurrent,83.3,Pass
980,CR-251,Alpha,2022-03-17,Recurrent,74.6,Pass
981,CR-252,Bravo,2023-05-22,Initial,68.6,Fail
982,CR-252,Bravo,2023-09-10,Initial,94.0,Pass
983,CR-252,Bravo,2025-01-17,Recurrent,96.3,Pass
984,CR-252,Bravo,2023-07-25,Recurrent,90.1,Pass
985,CR-252,Bravo,2025-04-12,Recurrent,86.2,Pass
986,CR-252,Bravo,2023-10-09,Initial,72.4,Pass
987,CR-253,Charlie,2021-01-27,Recurrent,77.7,Pass
988,CR-253,Charlie,2025-05-18,Recurrent,82.9,Pass
989,CR-253,Charlie,2023-08-11,Initial,96.2,Pass
990,CR-254,Delta,2024-07-01,Initial,82.8,Pass
991,CR-254,Delta,2024-09-28,Initial,86.0,Pass
992,CR-255,Echo,2023-05-02,Recurrent,88.1,Pass
993,CR-255,Echo,2025-09-22,Recurrent,83.2,Pass
994,CR-256,Alpha,2022-01-28,Initial,81.4,Pass
995,CR-256,Alpha,2024-06-06,Initial,86.4,Pass
996,CR-256,Alpha,2022-03-27,Recurrent,94.4,Pass
997,CR-257,Bravo,2024-09-13,Recurrent,76.0,Pass
998,CR-257,Bravo,2023-05-15,Recurrent,65.6,Fail
999,CR-258,Charlie,2022-07-01,Recurrent,86.6,Pass
1000,CR-258,Charlie,2025-06-30,Initial,79.7,Pass
1001,CR-258,Charlie,2021-03-03,Recurrent,76.5,Pass
1002,CR-259,Delta,2022-07-06,Initial,78.9,Pass
1003,CR-259,Delta,2023-07-20,Recurrent,79.3,Pass
1004,CR-259,Delta,2024-09-10,Recurrent,86.0,Pass
1005,CR-260,Echo,2024-07-15,Recurrent,81.6,Pass
1006,CR-260,Echo,2022-10-09,Recurrent,73.1,Pass
1007,CR-260,Echo,2023-11-09,Recurrent,72.7,Pass
1008,CR-261,Alpha,2023-11-08,Recurrent,79.2,Pass
1009,CR-261,Alpha,2023-03-11,Recurrent,98.1,Pass
1010,CR-261,Alpha,2023-11-29,Recurrent,78.6,Pass
1011,CR-262,Bravo,2022-08-22,Initial,86.6,Pass
1012,CR-262,Bravo,2025-07-30,Initial,79.5,Pass
1013,CR-262,Bravo,2025-08-12,Recurrent,74.3,Pass
1014,CR-263,Charlie,2021-07-20,Recurrent,86.4,Pass
1015,CR-263,Charlie,2022-09-27,Initial,71.6,Pass
1016,CR-263,Charlie,2021-09-18,Recurrent,82.6,Pass
1017,CR-264,Delta,2025-01-13,Recurrent,66.4,Fail
1018,CR-264,Delta,2025-09-09,Recurrent,67.2,Fail
1019,CR-265,Echo,2023-04-03,Initial,78.6,Pass
1020,CR-265,Echo,2024-11-05,Recurrent,81.6,Pass
1021,CR-265,Echo,2021-10-08,Recurrent,85.6,Pass
1022,CR-265,Echo,2021-07-11,Recurrent,84.6,Pass
1023,CR-266,Alpha,2025-06-22,Recurrent,87.2,Pass
1024,CR-266,Alpha,2023-04-28,Recurrent,78.9,Pass
1025,CR-266,Alpha,2025-08-01,Recurrent,89.7,Pass
1026,CR-266,Alpha,2021-04-20,Recurrent,89.1,Pass
1027,CR-267,Bravo,2023-09-11,Recurrent,89.9,Pass
1028,CR-267,Bravo,2022-08-25,Recurrent,88.4,Pass
1029,CR-267,Bravo,2024-12-12,Initial,84.4,Pass
1030,CR-267,Bravo,2025-09-14,Initial,79.1,Pass
1031,CR-267,Bravo,2024-07-07,Recurrent,94.0,Pass
1032,CR-267,Bravo,2025-06-14,Recurrent,82.7,Pass
1033,CR-268,Charlie,2022-04-05,Recurrent,100.0,Pass
1034,CR-268,Charlie,2022-07-19,Initial,65.8,Fail
1035,CR-268,Charlie,2021-06-03,Recurrent,83.0,Pass
1036,CR-269,Delta,2024-12-30,Initial,85.5,Pass
1037,CR-269,Delta,2024-08-03,Recurrent,76.4,Pass
1038,CR-269,Delta,2025-01-13,Recurrent,85.5,Pass
1039,CR-270,Echo,2022-05-28,Recurrent,79.9,Pass
1040,CR-270,Echo,2021-01-18,Recurrent,77.2,Pass
1041,CR-270,Echo,2022-09-08,Recurrent,90.0,Pass
1042,CR-271,Alpha,2024-10-27,Recurrent,84.9,Pass
1043,CR-271,Alpha,2022-04-17,Recurrent,82.8,Pass
1044,CR-272,Bravo,2021-10-13,Recurrent,65.7,Fail
1045,CR-272,Bravo,2021-03-02,Recurrent,96.4,Pass
1046,CR-272,Bravo,2021-12-21,Recurrent,98.3,Pass
1047,CR-272,Bravo,2022-10-07,Recurrent,79.4,Pass
1048,CR-272,Bravo,2022-04-17,Recurrent,68.5,Fail
1049,CR-272,Bravo,2021-08-09,Recurrent,75.5,Pass
1050,CR-273,Charlie,2022-04-07,Initial,75.8,Pass
1051,CR-273,Charlie,2022-06-14,Recurrent,97.8,Pass
1052,CR-273,Charlie,2021-12-20,Initial,90.7,Pass
1053,CR-273,Charlie,2022-10-16,Recurrent,72.8,Pass
1054,CR-274,Delta,2022-02-11,Recurrent,100.0,Pass
1055,CR-274,Delta,2024-01-03,Initial,85.0,Pass
1056,CR-274,Delta,2023-06-01,Recurrent,71.8,Pass
1057,CR-274,Delta,2021-08-19,Initial,76.2,Pass
1058,CR-274,Delta,2024-07-29,Recurrent,75.2,Pass
1059,CR-275,Echo,2022-03-23,Recurrent,82.3,Pass
1060,CR-275,Echo,2021-08-01,Recurrent,85.0,Pass
1061,CR-275,Echo,2021-04-24,Recurrent,89.9,Pass
1062,CR-275,Echo,2025-12-03,Initial,88.7,Pass
1063,CR-275,Echo,2025-11-30,Recurrent,80.5,Pass
1064,CR-276,Alpha,2025-11-02,Recurrent,71.8,Pass
1065,CR-276,Alpha,2023-02-21,Recurrent,83.2,Pass
1066,CR-276,Alpha,2024-11-13,Recurrent,85.7,Pass
1067,CR-276,Alpha,2025-08-18,Initial,100.0,Pass
1068,CR-276,Alpha,2025-05-26,Recurrent,84.2,Pass
1069,CR-276,Alpha,2025-06-29,Recurrent,79.1,Pass
1070,CR-277,Bravo,2021-07-09,Recurrent,78.6,Pass
1071,CR-277,Bravo,2024-05-28,Initial,80.0,Pass
1072,CR-277,Bravo,2024-09-10,Recurrent,80.4,Pass
1073,CR-277,Bravo,2024-07-21,Recurrent,87.6,Pass
1074,CR-277,Bravo,2023-12-26,Recurrent,73.9,Pass
1075,CR-277,Bravo,2024-04-07,Recurrent,79.2,Pass
1076,CR-278,Charlie,2025-06-07,Recurrent,81.9,Pass
1077,CR-278,Charlie,2024-04-04,Recurrent,94.0,Pass
1078,CR-279,Delta,2024-02-12,Recurrent,78.2,Pass
1079,CR-279,Delta,2022-03-21,Recurrent,83.3,Pass
1080,CR-279,Delta,2023-06-11,Initial,68.2,Fail
1081,CR-279,Delta,2023-09-20,Recurrent,82.7,Pass
1082,CR-279,Delta,2024-11-19,Recurrent,97.5,Pass
1083,CR-280,Echo,2024-05-04,Recurrent,92.7,Pass
1084,CR-280,Echo,2021-03-03,Initial,100.0,Pass
1085,CR-281,Alpha,2023-06-14,Recurrent,88.1,Pass
1086,CR-281,Alpha,2025-05-01,Recurrent,61.2,Fail
1087,CR-281,Alpha,2021-05-27,Recurrent,76.1,Pass
1088,CR-281,Alpha,2021-11-10,Recurrent,73.6,Pass
1089,CR-281,Alpha,2022-01-22,Recurrent,89.7,Pass
1090,CR-282,Bravo,2023-08-22,Initial,84.2,Pass
1091,CR-282,Bravo,2024-01-24,Recurrent,80.9,Pass
1092,CR-282,Bravo,2021-09-26,Initial,92.2,Pass
1093,CR-282,Bravo,2025-10-19,Initial,95.5,Pass
1094,CR-283,Charlie,2025-11-20,Recurrent,79.0,Pass
1095,CR-283,Charlie,2021-06-09,Recurrent,80.4,Pass
1096,CR-283,Charlie,2025-07-25,Initial,79.5,Pass
1097,CR-283,Charlie,2024-08-08,Recurrent,60.3,Fail
1098,CR-283,Charlie,2022-07-09,Recurrent,73.5,Pass
1099,CR-283,Charlie,2025-03-21,Recurrent,78.6,Pass
1100,CR-284,Delta,2021-05-27,Recurrent,87.3,Pass
1101,CR-284,Delta,2022-03-22,Recurrent,92.0,Pass
1102,CR-284,Delta,2025-12-22,Initial,85.1,Pass
1103,CR-284,Delta,2024-11-07,Recurrent,80.7,Pass
1104,CR-284,Delta,2023-08-06,Recurrent,71.7,Pass
1105,CR-284,Delta,2023-06-15,Recurrent,73.6,Pass
1106,CR-285,Echo,2022-02-10,Initial,75.8,Pass
1107,CR-285,Echo,2022-02-07,Recurrent,85.5,Pass
1108,CR-285,Echo,2024-10-07,Recurrent,77.8,Pass
1109,CR-285,Echo,2025-06-14,Recurrent,71.0,Pass
1110,CR-285,Echo,2023-01-02,Initial,83.5,Pass
1111,CR-285,Echo,2021-09-26,Recurrent,76.1,Pass
1112,CR-286,Alpha,2023-10-19,Initial,76.6,Pass
1113,CR-286,Alpha,2021-03-23,Recurrent,78.8,Pass
1114,CR-286,Alpha,2025-04-22,Recurrent,79.1,Pass
1115,CR-286,Alpha,2021-08-23,Recurrent,90.3,Pass
1116,CR-287,Bravo,2025-04-23,Recurrent,69.5,Fail
1117,CR-287,Bravo,2024-06-11,Recurrent,69.0,Fail
1118,CR-288,Charlie,2025-11-26,Recurrent,97.0,Pass
1119,CR-288,Charlie,2024-07-31,Initial,97.0,Pass
1120,CR-288,Charlie,2024-11-06,Recurrent,79.1,Pass
1121,CR-288,Charlie,2025-06-25,Initial,100.0,Pass
1122,CR-289,Delta,2021-12-10,Recurrent,72.2,Pass
1123,CR-289,Delta,2025-01-17,Recurrent,76.4,Pass
1124,CR-289,Delta,2023-11-07,Initial,74.8,Pass
1125,CR-290,Echo,2022-12-13,Recurrent,84.2,Pass
1126,CR-290,Echo,2021-11-12,Initial,70.8,Pass
1127,CR-291,Alpha,2024-12-24,Recurrent,73.6,Pass
1128,CR-291,Alpha,2023-02-07,Recurrent,58.0,Fail
1129,CR-291,Alpha,2025-01-06,Recurrent,84.1,Pass
1130,CR-291,Alpha,2023-02-07,Initial,77.3,Pass
1131,CR-291,Alpha,2022-04-06,Initial,81.6,Pass
1132,CR-291,Alpha,2023-05-19,Recurrent,77.7,Pass
1133,CR-292,Bravo,2021-09-12,Recurrent,95.2,Pass
1134,CR-292,Bravo,2025-01-11,Recurrent,88.0,Pass
1135,CR-293,Charlie,2025-05-28,Recurrent,93.1,Pass
1136,CR-293,Charlie,2024-06-24,Recurrent,79.3,Pass
1137,CR-293,Charlie,2025-08-02,Recurrent,88.9,Pass
1138,CR-293,Charlie,2025-05-05,Recurrent,79.1,Pass
1139,CR-293,Charlie,2021-08-05,Initial,69.0,Fail
1140,CR-293,Charlie,2025-04-28,Recurrent,63.5,Fail
1141,CR-294,Delta,2024-04-25,Recurrent,96.6,Pass
1142,CR-294,Delta,2025-09-01,Recurrent,84.0,Pass
1143,CR-294,Delta,2023-06-29,Recurrent,76.1,Pass
1144,CR-294,Delta,2021-02-24,Recurrent,85.6,Pass
1145,CR-294,Delta,2021-11-16,Recurrent,83.1,Pass
1146,CR-294,Delta,2021-12-22,Recurrent,66.1,Fail
1147,CR-295,Echo,2023-05-14,Recurrent,88.2,Pass
1148,CR-295,Echo,2021-05-04,Initial,80.9,Pass
1149,CR-295,Echo,2021-01-15,Recurrent,74.2,Pass
1150,CR-295,Echo,2024-05-05,Recurrent,76.1,Pass
1151,CR-296,Alpha,2021-01-15,Initial,87.3,Pass
1152,CR-296,Alpha,2023-05-06,Recurrent,70.8,Pass
1153,CR-296,Alpha,2021-09-12,Recurrent,80.3,Pass
1154,CR-297,Bravo,2021-03-27,Recurrent,68.6,Fail
1155,CR-297,Bravo,2023-10-16,Recurrent,78.9,Pass
1156,CR-297,Bravo,2022-04-19,Recurrent,100.0,Pass
1157,CR-298,Charlie,2023-03-18,Recurrent,90.1,Pass
1158,CR-298,Charlie,2022-06-27,Initial,74.4,Pass
1159,CR-299,Delta,2025-06-02,Initial,85.5,Pass
1160,CR-299,Delta,2023-12-18,Recurrent,62.4,Fail
1161,CR-299,Delta,2021-12-15,Initial,77.5,Pass
1162,CR-300,Echo,2023-12-02,Recurrent,64.3,Fail
1163,CR-300,Echo,2025-11-29,Initial,78.9,Pass
1164,CR-300,Echo,2022-03-10,Recurrent,73.9,Pass
1165,CR-300,Echo,2024-02-14,Recurrent,100.0,Pass
1166,CR-300,Echo,2025-05-18,Recurrent,93.4,Pass
1167,CR-300,Echo,2025-04-29,Recurrent,61.4,Fail
1168,CR-301,Alpha,2021-04-05,Recurrent,92.0,Pass
1169,CR-301,Alpha,2024-05-22,Recurrent,90.0,Pass
1170,CR-301,Alpha,2024-03-04,Recurrent,67.8,Fail
1171,CR-301,Alpha,2022-05-02,Recurrent,78.4,Pass
1172,CR-301,Alpha,2024-05-20,Recurrent,97.0,Pass
1173,CR-301,Alpha,2024-05-15,Recurrent,72.0,Pass
1174,CR-302,Bravo,2023-01-22,Recurrent,76.1,Pass
1175,CR-302,Bravo,2023-12-19,Recurrent,97.5,Pass
1176,CR-303,Charlie,2025-01-11,Recurrent,77.5,Pass
1177,CR-303,Charlie,2025-10-27,Initial,88.8,Pass
1178,CR-303,Charlie,2023-07-07,Recurrent,88.7,Pass
1179,CR-303,Charlie,2023-09-03,Recurrent,97.1,Pass
1180,CR-303,Charlie,2023-04-03,Recurrent,81.6,Pass
1181,CR-303,Charlie,2022-05-16,Recurrent,66.7,Fail
1182,CR-304,Delta,2021-12-07,Recurrent,82.8,Pass
1183,CR-304,Delta,2021-09-24,Recurrent,93.5,Pass
1184,CR-304,Delta,2021-07-05,Recurrent,76.1,Pass
1185,CR-304,Delta,2024-11-30,Initial,78.2,Pass
1186,CR-305,Echo,2022-09-02,Recurrent,66.9,Fail
1187,CR-305,Echo,2021-08-28,Initial,70.5,Pass
1188,CR-305,Echo,2022-09-07,Recurrent,76.3,Pass
1189,CR-306,Alpha,2023-01-14,Initial,78.0,Pass
1190,CR-306,Alpha,2024-01-18,Recurrent,78.3,Pass
1191,CR-307,Bravo,2024-09-21,Recurrent,77.5,Pass
1192,CR-307,Bravo,2024-03-25,Recurrent,71.7,Pass
1193,CR-307,Bravo,2023-09-24,Recurrent,89.0,Pass
1194,CR-307,Bravo,2022-04-20,Recurrent,68.8,Fail
1195,CR-307,Bravo,2024-01-07,Initial,72.8,Pass
1196,CR-307,Bravo,2021-11-17,Recurrent,75.4,Pass
1197,CR-308,Charlie,2025-07-11,Recurrent,97.4,Pass
1198,CR-308,Charlie,2022-07-28,Recurrent,79.0,Pass
1199,CR-309,Delta,2021-12-24,Recurrent,85.0,Pass
1200,CR-309,Delta,2025-08-07,Recurrent,89.3,Pass
1201,CR-309,Delta,2025-03-20,Recurrent,91.5,Pass
1202,CR-309,Delta,2023-11-03,Recurrent,95.6,Pass
1203,CR-309,Delta,2021-05-19,Recurrent,87.0,Pass
1204,CR-310,Echo,2025-01-19,Initial,61.2,Fail
1205,CR-310,Echo,2023-03-18,Recurrent,90.9,Pass
1206,CR-310,Echo,2023-09-09,Recurrent,85.0,Pass
1207,CR-311,Alpha,2022-09-28,Recurrent,81.8,Pass
1208,CR-311,Alpha,2023-12-05,Recurrent,77.7,Pass
1209,CR-311,Alpha,2023-12-30,Recurrent,93.0,Pass
1210,CR-311,Alpha,2021-01-10,Recurrent,77.6,Pass
1211,CR-312,Bravo,2021-11-04,Recurrent,60.5,Fail
1212,CR-312,Bravo,2024-11-30,Recurrent,89.7,Pass
1213,CR-313,Charlie,2023-06-09,Recurrent,82.9,Pass
1214,CR-313,Charlie,2025-04-09,Recurrent,84.7,Pass
1215,CR-313,Charlie,2023-12-21,Initial,94.9,Pass
1216,CR-313,Charlie,2022-08-20,Initial,86.0,Pass
1217,CR-314,Delta,2021-08-20,Recurrent,84.2,Pass
1218,CR-314,Delta,2024-12-14,Recurrent,84.0,Pass
1219,CR-314,Delta,2022-04-30,Recurrent,80.0,Pass
1220,CR-315,Echo,2024-01-15,Recurrent,77.9,Pass
1221,CR-315,Echo,2022-12-15,Initial,71.9,Pass
1222,CR-315,Echo,2024-07-20,Recurrent,84.1,Pass
1223,CR-315,Echo,2023-12-20,Recurrent,75.4,Pass
1224,CR-316,Alpha,2025-09-06,Recurrent,71.7,Pass
1225,CR-316,Alpha,2022-03-17,Recurrent,83.0,Pass
1226,CR-317,Bravo,2021-02-14,Initial,64.1,Fail
1227,CR-317,Bravo,2025-10-26,Recurrent,95.7,Pass
1228,CR-318,Charlie,2024-11-29,Recurrent,72.3,Pass
1229,CR-318,Charlie,2024-01-27,Recurrent,85.6,Pass
1230,CR-318,Charlie,2023-02-03,Initial,96.8,Pass
1231,CR-318,Charlie,2025-01-10,Recurrent,70.1,Pass
1232,CR-318,Charlie,2023-09-06,Recurrent,70.3,Pass
1233,CR-318,Charlie,2021-12-25,Recurrent,77.6,Pass
1234,CR-319,Delta,2021-04-03,Recurrent,83.3,Pass
1235,CR-319,Delta,2025-11-29,Recurrent,84.8,Pass
1236,CR-319,Delta,2023-07-18,Recurrent,91.9,Pass
1237,CR-319,Delta,2021-01-12,Recurrent,84.0,Pass
1238,CR-320,Echo,2024-06-16,Recurrent,85.0,Pass
1239,CR-320,Echo,2025-05-23,Initial,96.2,Pass
1240,CR-320,Echo,2022-03-20,Recurrent,71.7,Pass
1241,CR-320,Echo,2021-11-30,Initial,100.0,Pass
1242,CR-321,Alpha,2022-08-29,Initial,71.6,Pass
1243,CR-321,Alpha,2025-12-01,Initial,95.4,Pass
1244,CR-321,Alpha,2024-11-24,Recurrent,100.0,Pass
1245,CR-321,Alpha,2024-07-11,Recurrent,79.2,Pass
1246,CR-322,Bravo,2022-09-25,Initial,71.3,Pass
1247,CR-322,Bravo,2021-01-10,Recurrent,67.3,Fail
1248,CR-322,Bravo,2025-08-07,Initial,77.7,Pass
1249,CR-322,Bravo,2022-06-08,Recurrent,82.9,Pass
1250,CR-323,Charlie,2024-02-24,Initial,67.9,Fail
1251,CR-323,Charlie,2021-09-07,Recurrent,76.0,Pass
1252,CR-323,Charlie,2022-04-21,Initial,71.5,Pass
1253,CR-323,Charlie,2022-06-03,Recurrent,88.9,Pass
1254,CR-323,Charlie,2024-06-03,Recurrent,74.8,Pass
1255,CR-324,Delta,2024-04-02,Recurrent,79.8,Pass
1256,CR-324,Delta,2023-09-30,Recurrent,78.3,Pass
1257,CR-325,Echo,2024-03-16,Recurrent,90.3,Pass
1258,CR-325,Echo,2021-11-14,Recurrent,75.3,Pass
1259,CR-325,Echo,2021-03-30,Initial,100.0,Pass
1260,CR-325,Echo,2024-09-12,Initial,86.2,Pass
1261,CR-325,Echo,2022-11-29,Initial,78.7,Pass
1262,CR-325,Echo,2022-05-30,Recurrent,84.6,Pass
1263,CR-326,Alpha,2021-02-18,Recurrent,71.1,Pass
1264,CR-326,Alpha,2024-03-28,Recurrent,85.3,Pass
1265,CR-326,Alpha,2025-09-05,Recurrent,80.4,Pass
1266,CR-326,Alpha,2025-07-18,Recurrent,80.4,Pass
1267,CR-327,Bravo,2025-03-20,Recurrent,57.1,Fail
1268,CR-327,Bravo,2024-03-23,Initial,87.2,Pass
1269,CR-328,Charlie,2025-05-16,Recurrent,99.3,Pass
1270,CR-328,Charlie,2021-12-01,Recurrent,68.2,Fail
1271,CR-328,Charlie,2022-07-08,Recurrent,68.1,Fail
1272,CR-329,Delta,2022-09-24,Recurrent,89.2,Pass
1273,CR-329,Delta,2024-01-27,Initial,82.1,Pass
1274,CR-329,Delta,2022-07-11,Recurrent,60.6,Fail
1275,CR-329,Delta,2021-02-06,Recurrent,84.6,Pass
1276,CR-329,Delta,2022-01-07,Recurrent,68.4,Fail
1277,CR-330,Echo,2021-03-17,Recurrent,100.0,Pass
1278,CR-330,Echo,2022-12-27,Recurrent,88.5,Pass
1279,CR-330,Echo,2022-06-13,Recurrent,79.8,Pass
1280,CR-330,Echo,2021-09-26,Recurrent,73.7,Pass
1281,CR-331,Alpha,2023-04-19,Initial,94.5,Pass
1282,CR-331,Alpha,2025-01-22,Recurrent,96.0,Pass
1283,CR-332,Bravo,2025-11-07,Recurrent,85.1,Pass
1284,CR-332,Bravo,2022-07-14,Recurrent,97.3,Pass
1285,CR-333,Charlie,2023-10-04,Recurrent,85.2,Pass
1286,CR-333,Charlie,2025-04-13,Recurrent,88.9,Pass
1287,CR-334,Delta,2023-10-02,Initial,64.7,Fail
1288,CR-334,Delta,2023-02-02,Recurrent,72.2,Pass
1289,CR-334,Delta,2023-09-09,Recurrent,80.3,Pass
1290,CR-334,Delta,2021-10-23,Initial,99.2,Pass
1291,CR-334,Delta,2021-03-10,Recurrent,73.3,Pass
1292,CR-334,Delta,2023-03-17,Recurrent,84.2,Pass
1293,CR-335,Echo,2024-11-17,Recurrent,97.3,Pass
1294,CR-335,Echo,2023-05-30,Recurrent,83.7,Pass
1295,CR-335,Echo,2024-12-17,Recurrent,95.3,Pass
