flight_id,aircraft_id,unit,flight_date,flight_hours,mission_type,weather_condition,completed,abort_reason,year,aircraft_type,acquisition_year
16940,AC-024,Delta,2021-01-20,3.7,Training,Clear,True,,2021,Class-III Strike,2019
16941,AC-024,Delta,2021-01-22,0.4,Training,Clear,False,Technical,2021,Class-III Strike,2019
16942,AC-024,Delta,2021-01-28,1.2,Training,Poor,False,Technical,2021,Class-III Strike,2019
16943,AC-024,Delta,2021-01-29,3.0,Operational,Clear,True,,2021,Class-III Strike,2019
16944,AC-024,Delta,2021-01-30,3.4,Operational,Clear,True,,2021,Class-III Strike,2019
16945,AC-024,Delta,2021-02-01,1.5,Operational,Marginal,False,Weather,2021,Class-III Strike,2019
16946,AC-024,Delta,2021-02-07,2.1,Training,Marginal,True,,2021,Class-III Strike,2019
16947,AC-024,Delta,2021-02-08,3.2,Transit,Marginal,True,,2021,Class-III Strike,2019
16948,AC-024,Delta,2021-02-09,0.8,Operational,Poor,False,Weather,2021,Class-III Strike,2019
16949,AC-024,Delta,2021-02-19,3.2,Reconnaissance,Poor,True,,2021,Class-III Strike,2019
16950,AC-024,Delta,2021-02-20,2.8,Training,Clear,True,,2021,Class-III Strike,2019
16951,AC-024,Delta,2021-02-21,0.9,Reconnaissance,Marginal,False,Weather,2021,Class-III Strike,2019
16952,AC-024,Delta,2021-02-23,3.5,Reconnaissance,Clear,True,,2021,Class-III Strike,2019
16953,AC-024,Delta,2021-02-25,2.8,Training,Clear,True,,2021,Class-III Strike,2019
16954,AC-024,Delta,2021-03-02,0.4,Operational,Clear,False,Technical,2021,Class-III Strike,2019
16955,AC-024,Delta,2021-03-03,3.0,Training,Clear,True,,2021,Class-III Strike,2019
16956,AC-024,Delta,2021-03-06,1.5,Training,Clear,True,,2021,Class-III Strike,2019
16957,AC-024,Delta,2021-03-08,1.1,Operational,Clear,False,Weather,2021,Class-III Strike,2019
16958,AC-024,Delta,2021-03-11,1.7,Operational,Clear,False,Technical,2021,Class-III Strike,2019
16959,AC-024,Delta,2021-03-12,3.3,Training,Clear,True,,2021,Class-III Strike,2019
16960,AC-024,Delta,2021-03-15,0.9,Reconnaissance,Marginal,False,Weather,2021,Class-III Strike,2019
16961,AC-024,Delta,2021-03-20,3.6,Training,Poor,True,,2021,Class-III Strike,2019
16962,AC-024,Delta,2021-04-03,0.3,Reconnaissance,Marginal,False,Technical,2021,Class-III Strike,2019
16963,AC-024,Delta,2021-04-06,0.7,Training,Clear,False,Other,2021,Class-III Strike,2019
16964,AC-024,Delta,2021-04-07,3.7,Transit,Clear,True,,2021,Class-III Strike,2019
16965,AC-024,Delta,2021-04-12,0.2,Operational,Clear,False,Technical,2021,Class-III Strike,2019
16966,AC-024,Delta,2021-04-13,3.0,Training,Clear,True,,2021,Class-III Strike,2019
16967,AC-024,Delta,2021-04-18,3.3,Training,Marginal,True,,2021,Class-III Strike,2019
16968,AC-024,Delta,2021-04-19,4.5,Training,Poor,True,,2021,Class-III Strike,2019
16969,AC-024,Delta,2021-04-20,3.7,Transit,Clear,True,,2021,Class-III Strike,2019
16970,AC-024,Delta,2021-04-22,3.2,Operational,Clear,True,,2021,Class-III Strike,2019
16971,AC-024,Delta,2021-04-23,2.1,Reconnaissance,Clear,True,,2021,Class-III Strike,2019
16972,AC-024,Delta,2021-04-24,3.6,Training,Marginal,True,,2021,Class-III Strike,2019
16973,AC-024,Delta,2021-04-25,3.4,Reconnaissance,Marginal,True,,2021,Class-III Strike,2019
16974,AC-024,Delta,2021-04-26,1.9,Operational,Marginal,True,,2021,Class-III Strike,2019
16975,AC-024,Delta,2021-04-29,2.8,Operational,Marginal,True,,2021,Class-III Strike,2019
16976,AC-024,Delta,2021-05-01,2.7,Reconnaissance,Clear,True,,2021,Class-III Strike,2019
16977,AC-024,Delta,2021-05-04,2.4,Operational,Clear,True,,2021,Class-III Strike,2019
16978,AC-024,Delta,2021-05-05,2.0,Transit,Marginal,True,,2021,Class-III Strike,2019
16979,AC-024,Delta,2021-05-06,0.9,Operational,Clear,False,Technical,2021,Class-III Strike,2019
16980,AC-024,Delta,2021-05-07,1.0,Training,Poor,False,Weather,2021,Class-III Strike,2019
16981,AC-024,Delta,2021-05-10,3.0,Transit,Clear,True,,2021,Class-III Strike,2019
16982,AC-024,Delta,2021-05-13,0.8,Training,Clear,False,Technical,2021,Class-III Strike,2019
16983,AC-024,Delta,2021-05-16,5.0,Training,Clear,True,,2021,Class-III Strike,2019
16984,AC-024,Delta,2021-05-17,0.6,Operational,Poor,False,Weather,2021,Class-III Strike,2019
16985,AC-024,Delta,2021-05-19,6.5,Operational,Clear,True,,2021,Class-III Strike,2019
16986,AC-024,Delta,2021-05-20,2.8,Training,Marginal,True,,2021,Class-III Strike,2019
16987,AC-024,Delta,2021-05-24,0.5,Reconnaissance,Clear,False,Technical,2021,Class-III Strike,2019
16988,AC-024,Delta,2021-05-29,1.2,Operational,Poor,False,Weather,2021,Class-III Strike,2019
16989,AC-024,Delta,2021-05-30,1.3,Operational,Clear,True,,2021,Class-III Strike,2019
16990,AC-024,Delta,2021-05-31,3.9,Training,Clear,True,,2021,Class-III Strike,2019
16991,AC-024,Delta,2021-06-01,3.7,Reconnaissance,Poor,True,,2021,Class-III Strike,2019
16992,AC-024,Delta,2021-06-03,2.0,Training,Clear,True,,2021,Class-III Strike,2019
16993,AC-024,Delta,2021-06-05,3.7,Operational,Clear,True,,2021,Class-III Strike,2019
16994,AC-024,Delta,2021-06-06,2.3,Training,Clear,True,,2021,Class-III Strike,2019
16995,AC-024,Delta,2021-06-09,1.4,Operational,Clear,True,,2021,Class-III Strike,2019
16996,AC-024,Delta,2021-06-12,4.7,Operational,Clear,True,,2021,Class-III Strike,2019
16997,AC-024,Delta,2021-06-14,3.4,Transit,Poor,True,,2021,Class-III Strike,2019
16998,AC-024,Delta,2021-06-15,0.7,Transit,Marginal,False,Weather,2021,Class-III Strike,2019
16999,AC-024,Delta,2021-06-16,5.4,Training,Clear,True,,2021,Class-III Strike,2019
17000,AC-024,Delta,2021-06-19,1.4,Training,Clear,True,,2021,Class-III Strike,2019
17001,AC-024,Delta,2021-06-22,0.7,Training,Marginal,False,Technical,2021,Class-III Strike,2019
17002,AC-024,Delta,2021-06-28,0.5,Training,Clear,False,Technical,2021,Class-III Strike,2019
17003,AC-024,Delta,2021-06-29,0.6,Training,Clear,False,Technical,2021,Class-III Strike,2019
17004,AC-024,Delta,2021-06-30,1.8,Training,Clear,True,,2021,Class-III Strike,2019
17005,AC-024,Delta,2021-07-02,2.7,Transit,Marginal,True,,2021,Class-III Strike,2019
17006,AC-024,Delta,2021-07-03,4.2,Operational,Clear,True,,2021,Class-III Strike,2019
17007,AC-024,Delta,2021-07-04,1.4,Operational,Poor,False,Technical,2021,Class-III Strike,2019
17008,AC-024,Delta,2021-07-05,0.6,Reconnaissance,Clear,False,Other,2021,Class-III Strike,2019
17009,AC-024,Delta,2021-07-07,4.4,Training,Clear,True,,2021,Class-III Strike,2019
17010,AC-024,Delta,2021-07-09,4.6,Training,Clear,True,,2021,Class-III Strike,2019
17011,AC-024,Delta,2021-07-10,1.5,Reconnaissance,Clear,False,Technical,2021,Class-III Strike,2019
17012,AC-024,Delta,2021-07-11,2.7,Training,Marginal,True,,2021,Class-III Strike,2019
17013,AC-024,Delta,2021-07-12,0.7,Operational,Clear,False,Weather,2021,Class-III Strike,2019
17014,AC-024,Delta,2021-07-15,0.5,Training,Clear,True,,2021,Class-III Strike,2019
17015,AC-024,Delta,2021-07-18,2.9,Operational,Marginal,True,,2021,Class-III Strike,2019
17016,AC-024,Delta,2021-07-25,0.3,Operational,Poor,False,Weather,2021,Class-III Strike,2019
17017,AC-024,Delta,2021-07-26,0.9,Training,Clear,False,Technical,2021,Class-III Strike,2019
17018,AC-024,Delta,2021-07-28,0.4,Operational,Clear,False,Technical,2021,Class-III Strike,2019
17019,AC-024,Delta,2021-07-30,5.3,Training,Clear,True,,2021,Class-III Strike,2019
17020,AC-024,Delta,2021-07-31,2.3,Training,Clear,True,,2021,Class-III Strike,2019
17021,AC-024,Delta,2021-08-02,2.7,Training,Marginal,True,,2021,Class-III Strike,2019
17022,AC-024,Delta,2021-08-06,4.1,Operational,Clear,True,,2021,Class-III Strike,2019
17023,AC-024,Delta,2021-08-08,1.0,Reconnaissance,Clear,False,Weather,2021,Class-III Strike,2019
17024,AC-024,Delta,2021-08-11,1.0,Operational,Clear,False,Weather,2021,Class-III Strike,2019
17025,AC-024,Delta,2021-08-15,2.9,Reconnaissance,Clear,True,,2021,Class-III Strike,2019
17026,AC-024,Delta,2021-08-17,2.9,Operational,Clear,True,,2021,Class-III Strike,2019
17027,AC-024,Delta,2021-08-20,2.5,Operational,Clear,True,,2021,Class-III Strike,2019
17028,AC-024,Delta,2021-08-21,1.9,Transit,Marginal,False,Technical,2021,Class-III Strike,2019
17029,AC-024,Delta,2021-08-22,1.1,Training,Poor,False,Technical,2021,Class-III Strike,2019
17030,AC-024,Delta,2021-08-25,3.0,Operational,Clear,True,,2021,Class-III Strike,2019
17031,AC-024,Delta,2021-08-26,4.6,Transit,Clear,True,,2021,Class-III Strike,2019
17032,AC-024,Delta,2021-08-28,2.9,Transit,Clear,True,,2021,Class-III Strike,2019
17033,AC-024,Delta,2021-08-31,3.3,Training,Marginal,True,,2021,Class-III Strike,2019
17034,AC-024,Delta,2021-09-01,0.7,Operational,Clear,False,Technical,2021,Class-III Strike,2019
17035,AC-024,Delta,2021-09-05,2.5,Operational,Clear,True,,2021,Class-III Strike,2019
17036,AC-024,Delta,2021-09-06,3.4,Training,Poor,True,,2021,Class-III Strike,2019
17037,AC-024,Delta,2021-09-07,2.9,Training,Clear,True,,2021,Class-III Strike,2019
17038,AC-024,Delta,2021-09-08,1.0,Operational,Clear,False,Technical,2021,Class-III Strike,2019
17039,AC-024,Delta,2021-09-09,4.9,Operational,Clear,True,,2021,Class-III Strike,2019
17040,AC-024,Delta,2021-09-10,2.6,Training,Clear,True,,2021,Class-III Strike,2019
17041,AC-024,Delta,2021-09-12,0.5,Transit,Poor,False,Technical,2021,Class-III Strike,2019
17042,AC-024,Delta,2021-09-13,4.3,Training,Marginal,True,,2021,Class-III Strike,2019
17043,AC-024,Delta,2021-09-15,3.9,Operational,Poor,True,,2021,Class-III Strike,2019
17044,AC-024,Delta,2021-09-16,2.9,Training,Clear,True,,2021,Class-III Strike,2019
17045,AC-024,Delta,2021-09-19,1.8,Training,Clear,True,,2021,Class-III Strike,2019
17046,AC-024,Delta,2021-09-22,0.7,Training,Poor,False,Technical,2021,Class-III Strike,2019
17047,AC-024,Delta,2021-09-23,0.7,Training,Poor,False,Weather,2021,Class-III Strike,2019
17048,AC-024,Delta,2021-09-24,3.0,Operational,Clear,True,,2021,Class-III Strike,2019
17049,AC-024,Delta,2021-09-26,3.2,Training,Clear,True,,2021,Class-III Strike,2019
17050,AC-024,Delta,2021-09-27,3.4,Reconnaissance,Marginal,True,,2021,Class-III Strike,2019
17051,AC-024,Delta,2021-09-28,0.7,Operational,Clear,False,Technical,2021,Class-III Strike,2019
17052,AC-024,Delta,2021-09-29,1.6,Operational,Clear,False,Technical,2021,Class-III Strike,2019
17053,AC-024,Delta,2021-10-18,1.4,Transit,Clear,True,,2021,Class-III Strike,2019
17054,AC-024,Delta,2021-10-23,3.1,Transit,Clear,True,,2021,Class-III Strike,2019
17055,AC-024,Delta,2021-10-24,0.7,Operational,Clear,False,Technical,2021,Class-III Strike,2019
17056,AC-024,Delta,2021-10-29,3.4,Operational,Clear,True,,2021,Class-III Strike,2019
17057,AC-024,Delta,2021-11-01,0.4,Operational,Clear,False,Other,2021,Class-III Strike,2019
17058,AC-024,Delta,2021-11-07,2.6,Operational,Marginal,True,,2021,Class-III Strike,2019
17059,AC-024,Delta,2021-11-10,0.7,Operational,Marginal,False,Technical,2021,Class-III Strike,2019
17060,AC-024,Delta,2021-11-12,0.5,Reconnaissance,Clear,False,Technical,2021,Class-III Strike,2019
17061,AC-024,Delta,2021-11-14,6.0,Training,Clear,True,,2021,Class-III Strike,2019
17062,AC-024,Delta,2021-11-16,0.8,Transit,Marginal,False,Weather,2021,Class-III Strike,2019
17063,AC-024,Delta,2021-11-19,1.5,Training,Marginal,False,Weather,2021,Class-III Strike,2019
17064,AC-024,Delta,2021-11-23,0.9,Training,Clear,False,Technical,2021,Class-III Strike,2019
17065,AC-024,Delta,2021-11-28,2.8,Reconnaissance,Clear,True,,2021,Class-III Strike,2019
17066,AC-024,Delta,2021-11-29,3.5,Reconnaissance,Clear,True,,2021,Class-III Strike,2019
17067,AC-024,Delta,2021-12-04,1.5,Operational,Clear,False,Technical,2021,Class-III Strike,2019
17068,AC-024,Delta,2021-12-07,3.0,Training,Poor,True,,2021,Class-III Strike,2019
17069,AC-024,Delta,2021-12-09,4.9,Training,Clear,True,,2021,Class-III Strike,2019
17070,AC-024,Delta,2021-12-10,2.4,Operational,Clear,True,,2021,Class-III Strike,2019
17071,AC-024,Delta,2021-12-12,0.5,Operational,Clear,False,Technical,2021,Class-III Strike,2019
17072,AC-024,Delta,2021-12-13,1.3,Reconnaissance,Marginal,False,Technical,2021,Class-III Strike,2019
17073,AC-024,Delta,2021-12-31,2.1,Operational,Marginal,True,,2021,Class-III Strike,2019
17074,AC-024,Delta,2022-01-04,4.3,Training,Clear,True,,2022,Class-III Strike,2019
17075,AC-024,Delta,2022-01-06,3.3,Training,Marginal,True,,2022,Class-III Strike,2019
17076,AC-024,Delta,2022-01-08,1.4,Training,Poor,False,Weather,2022,Class-III Strike,2019
17077,AC-024,Delta,2022-01-10,3.4,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17078,AC-024,Delta,2022-01-12,2.7,Operational,Clear,True,,2022,Class-III Strike,2019
17079,AC-024,Delta,2022-01-15,0.1,Training,Marginal,False,Technical,2022,Class-III Strike,2019
17080,AC-024,Delta,2022-01-16,2.0,Operational,Clear,True,,2022,Class-III Strike,2019
17081,AC-024,Delta,2022-01-20,3.8,Operational,Clear,True,,2022,Class-III Strike,2019
17082,AC-024,Delta,2022-01-26,2.2,Operational,Clear,True,,2022,Class-III Strike,2019
17083,AC-024,Delta,2022-02-05,0.7,Transit,Poor,False,Technical,2022,Class-III Strike,2019
17084,AC-024,Delta,2022-02-06,4.6,Training,Clear,True,,2022,Class-III Strike,2019
17085,AC-024,Delta,2022-02-09,2.2,Operational,Clear,True,,2022,Class-III Strike,2019
17086,AC-024,Delta,2022-02-22,4.3,Operational,Marginal,True,,2022,Class-III Strike,2019
17087,AC-024,Delta,2022-02-24,0.5,Operational,Poor,False,Technical,2022,Class-III Strike,2019
17088,AC-024,Delta,2022-03-04,0.8,Training,Clear,False,Technical,2022,Class-III Strike,2019
17089,AC-024,Delta,2022-03-09,2.9,Training,Clear,True,,2022,Class-III Strike,2019
17090,AC-024,Delta,2022-03-10,2.5,Reconnaissance,Marginal,False,Technical,2022,Class-III Strike,2019
17091,AC-024,Delta,2022-03-12,2.4,Training,Clear,True,,2022,Class-III Strike,2019
17092,AC-024,Delta,2022-03-14,0.3,Training,Clear,False,Technical,2022,Class-III Strike,2019
17093,AC-024,Delta,2022-03-15,3.3,Transit,Clear,True,,2022,Class-III Strike,2019
17094,AC-024,Delta,2022-03-21,2.2,Transit,Clear,True,,2022,Class-III Strike,2019
17095,AC-024,Delta,2022-03-23,3.4,Training,Clear,True,,2022,Class-III Strike,2019
17096,AC-024,Delta,2022-04-05,0.1,Training,Marginal,False,Technical,2022,Class-III Strike,2019
17097,AC-024,Delta,2022-04-06,4.6,Operational,Marginal,True,,2022,Class-III Strike,2019
17098,AC-024,Delta,2022-04-07,4.6,Training,Clear,True,,2022,Class-III Strike,2019
17099,AC-024,Delta,2022-04-09,0.9,Training,Clear,False,Technical,2022,Class-III Strike,2019
17100,AC-024,Delta,2022-04-10,2.4,Transit,Clear,True,,2022,Class-III Strike,2019
17101,AC-024,Delta,2022-04-15,1.4,Training,Poor,False,Technical,2022,Class-III Strike,2019
17102,AC-024,Delta,2022-04-16,0.5,Training,Marginal,False,Weather,2022,Class-III Strike,2019
17103,AC-024,Delta,2022-04-17,4.3,Transit,Marginal,True,,2022,Class-III Strike,2019
17104,AC-024,Delta,2022-04-19,6.4,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17105,AC-024,Delta,2022-04-20,2.0,Reconnaissance,Clear,False,Technical,2022,Class-III Strike,2019
17106,AC-024,Delta,2022-04-22,2.3,Operational,Clear,True,,2022,Class-III Strike,2019
17107,AC-024,Delta,2022-04-23,2.1,Training,Marginal,False,Weather,2022,Class-III Strike,2019
17108,AC-024,Delta,2022-04-25,2.9,Training,Clear,True,,2022,Class-III Strike,2019
17109,AC-024,Delta,2022-04-30,3.2,Training,Clear,True,,2022,Class-III Strike,2019
17110,AC-024,Delta,2022-05-01,3.2,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17111,AC-024,Delta,2022-05-04,3.8,Operational,Clear,True,,2022,Class-III Strike,2019
17112,AC-024,Delta,2022-05-06,0.8,Training,Poor,False,Weather,2022,Class-III Strike,2019
17113,AC-024,Delta,2022-05-13,4.2,Training,Clear,True,,2022,Class-III Strike,2019
17114,AC-024,Delta,2022-05-15,0.8,Training,Clear,False,Other,2022,Class-III Strike,2019
17115,AC-024,Delta,2022-05-17,4.8,Operational,Clear,True,,2022,Class-III Strike,2019
17116,AC-024,Delta,2022-05-18,3.9,Operational,Clear,True,,2022,Class-III Strike,2019
17117,AC-024,Delta,2022-05-19,0.4,Reconnaissance,Clear,False,Technical,2022,Class-III Strike,2019
17118,AC-024,Delta,2022-05-20,2.7,Operational,Clear,True,,2022,Class-III Strike,2019
17119,AC-024,Delta,2022-05-25,1.2,Training,Clear,True,,2022,Class-III Strike,2019
17120,AC-024,Delta,2022-05-29,2.2,Training,Clear,True,,2022,Class-III Strike,2019
17121,AC-024,Delta,2022-05-31,1.3,Training,Marginal,True,,2022,Class-III Strike,2019
17122,AC-024,Delta,2022-06-02,2.2,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17123,AC-024,Delta,2022-06-03,2.0,Operational,Marginal,False,Weather,2022,Class-III Strike,2019
17124,AC-024,Delta,2022-06-07,4.1,Transit,Marginal,True,,2022,Class-III Strike,2019
17125,AC-024,Delta,2022-06-08,4.2,Operational,Clear,True,,2022,Class-III Strike,2019
17126,AC-024,Delta,2022-06-09,0.4,Training,Clear,False,Other,2022,Class-III Strike,2019
17127,AC-024,Delta,2022-06-10,4.0,Training,Clear,True,,2022,Class-III Strike,2019
17128,AC-024,Delta,2022-06-12,3.3,Training,Clear,True,,2022,Class-III Strike,2019
17129,AC-024,Delta,2022-06-13,2.6,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17130,AC-024,Delta,2022-06-14,1.2,Operational,Clear,True,,2022,Class-III Strike,2019
17131,AC-024,Delta,2022-06-15,0.5,Training,Clear,False,Technical,2022,Class-III Strike,2019
17132,AC-024,Delta,2022-06-16,0.3,Operational,Marginal,False,Weather,2022,Class-III Strike,2019
17133,AC-024,Delta,2022-06-17,0.8,Operational,Clear,False,Other,2022,Class-III Strike,2019
17134,AC-024,Delta,2022-06-18,1.6,Training,Marginal,False,Weather,2022,Class-III Strike,2019
17135,AC-024,Delta,2022-06-21,5.1,Operational,Marginal,True,,2022,Class-III Strike,2019
17136,AC-024,Delta,2022-06-23,2.5,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17137,AC-024,Delta,2022-06-24,2.1,Training,Marginal,True,,2022,Class-III Strike,2019
17138,AC-024,Delta,2022-06-25,1.9,Training,Clear,False,Weather,2022,Class-III Strike,2019
17139,AC-024,Delta,2022-06-28,3.1,Operational,Clear,True,,2022,Class-III Strike,2019
17140,AC-024,Delta,2022-06-29,2.2,Transit,Clear,True,,2022,Class-III Strike,2019
17141,AC-024,Delta,2022-07-01,0.6,Operational,Clear,False,Technical,2022,Class-III Strike,2019
17142,AC-024,Delta,2022-07-02,2.3,Operational,Clear,True,,2022,Class-III Strike,2019
17143,AC-024,Delta,2022-07-04,3.2,Training,Clear,True,,2022,Class-III Strike,2019
17144,AC-024,Delta,2022-07-08,2.9,Training,Marginal,True,,2022,Class-III Strike,2019
17145,AC-024,Delta,2022-07-11,2.6,Transit,Clear,True,,2022,Class-III Strike,2019
17146,AC-024,Delta,2022-07-13,3.9,Training,Marginal,True,,2022,Class-III Strike,2019
17147,AC-024,Delta,2022-07-14,0.9,Reconnaissance,Poor,False,Weather,2022,Class-III Strike,2019
17148,AC-024,Delta,2022-07-16,1.8,Operational,Clear,True,,2022,Class-III Strike,2019
17149,AC-024,Delta,2022-07-21,4.1,Training,Clear,True,,2022,Class-III Strike,2019
17150,AC-024,Delta,2022-07-22,0.5,Training,Clear,False,Technical,2022,Class-III Strike,2019
17151,AC-024,Delta,2022-07-24,4.8,Training,Clear,True,,2022,Class-III Strike,2019
17152,AC-024,Delta,2022-07-25,1.0,Operational,Poor,False,Technical,2022,Class-III Strike,2019
17153,AC-024,Delta,2022-07-26,3.0,Operational,Clear,True,,2022,Class-III Strike,2019
17154,AC-024,Delta,2022-07-27,4.7,Operational,Clear,True,,2022,Class-III Strike,2019
17155,AC-024,Delta,2022-07-28,3.2,Training,Poor,True,,2022,Class-III Strike,2019
17156,AC-024,Delta,2022-07-31,4.2,Reconnaissance,Marginal,True,,2022,Class-III Strike,2019
17157,AC-024,Delta,2022-08-03,1.2,Transit,Marginal,False,Weather,2022,Class-III Strike,2019
17158,AC-024,Delta,2022-08-04,2.8,Training,Clear,True,,2022,Class-III Strike,2019
17159,AC-024,Delta,2022-08-05,1.0,Training,Clear,True,,2022,Class-III Strike,2019
17160,AC-024,Delta,2022-08-06,2.6,Operational,Clear,True,,2022,Class-III Strike,2019
17161,AC-024,Delta,2022-08-07,4.8,Training,Clear,True,,2022,Class-III Strike,2019
17162,AC-024,Delta,2022-08-09,3.0,Operational,Clear,True,,2022,Class-III Strike,2019
17163,AC-024,Delta,2022-08-11,4.4,Operational,Clear,True,,2022,Class-III Strike,2019
17164,AC-024,Delta,2022-08-12,2.0,Training,Marginal,True,,2022,Class-III Strike,2019
17165,AC-024,Delta,2022-08-13,0.6,Training,Clear,False,Technical,2022,Class-III Strike,2019
17166,AC-024,Delta,2022-08-14,3.5,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17167,AC-024,Delta,2022-08-15,5.5,Training,Marginal,True,,2022,Class-III Strike,2019
17168,AC-024,Delta,2022-08-19,3.9,Reconnaissance,Marginal,True,,2022,Class-III Strike,2019
17169,AC-024,Delta,2022-08-20,3.2,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17170,AC-024,Delta,2022-08-21,1.5,Training,Marginal,True,,2022,Class-III Strike,2019
17171,AC-024,Delta,2022-08-22,3.9,Operational,Clear,True,,2022,Class-III Strike,2019
17172,AC-024,Delta,2022-08-24,3.9,Operational,Poor,True,,2022,Class-III Strike,2019
17173,AC-024,Delta,2022-08-27,0.7,Reconnaissance,Clear,False,Other,2022,Class-III Strike,2019
17174,AC-024,Delta,2022-08-29,0.4,Operational,Clear,False,Technical,2022,Class-III Strike,2019
17175,AC-024,Delta,2022-08-30,3.4,Reconnaissance,Clear,True,,2022,Class-III Strike,2019
17176,AC-024,Delta,2022-09-03,3.9,Training,Clear,True,,2022,Class-III Strike,2019
17177,AC-024,Delta,2022-09-05,3.9,Training,Clear,True,,2022,Class-III Strike,2019
17178,AC-024,Delta,2022-09-06,0.5,Reconnaissance,Clear,False,Technical,2022,Class-III Strike,2019
17179,AC-024,Delta,2022-09-07,2.2,Operational,Marginal,False,Technical,2022,Class-III Strike,2019
17180,AC-024,Delta,2022-09-08,5.2,Training,Clear,True,,2022,Class-III Strike,2019
17181,AC-024,Delta,2022-09-09,4.0,Operational,Clear,True,,2022,Class-III Strike,2019
17182,AC-024,Delta,2022-09-10,2.3,Operational,Marginal,True,,2022,Class-III Strike,2019
17183,AC-024,Delta,2022-09-13,0.6,Training,Marginal,False,Technical,2022,Class-III Strike,2019
17184,AC-024,Delta,2022-09-14,0.4,Reconnaissance,Marginal,False,Weather,2022,Class-III Strike,2019
17185,AC-024,Delta,2022-09-16,1.8,Training,Marginal,False,Technical,2022,Class-III Strike,2019
17186,AC-024,Delta,2022-09-17,1.6,Transit,Clear,False,Technical,2022,Class-III Strike,2019
17187,AC-024,Delta,2022-09-18,0.8,Training,Clear,False,Technical,2022,Class-III Strike,2019
17188,AC-024,Delta,2022-09-19,1.4,Transit,Clear,False,Technical,2022,Class-III Strike,2019
17189,AC-024,Delta,2022-09-20,2.0,Operational,Clear,False,Other,2022,Class-III Strike,2019
17190,AC-024,Delta,2022-09-22,2.8,Training,Clear,True,,2022,Class-III Strike,2019
17191,AC-024,Delta,2022-09-23,3.7,Training,Marginal,True,,2022,Class-III Strike,2019
17192,AC-024,Delta,2022-09-25,4.4,Operational,Marginal,True,,2022,Class-III Strike,2019
17193,AC-024,Delta,2022-09-27,0.8,Operational,Marginal,False,Other,2022,Class-III Strike,2019
17194,AC-024,Delta,2022-09-29,0.5,Training,Clear,True,,2022,Class-III Strike,2019
17195,AC-024,Delta,2022-09-30,3.9,Transit,Marginal,True,,2022,Class-III Strike,2019
17196,AC-024,Delta,2022-10-05,2.0,Reconnaissance,Poor,True,,2022,Class-III Strike,2019
17197,AC-024,Delta,2022-10-09,2.5,Operational,Poor,True,,2022,Class-III Strike,2019
17198,AC-024,Delta,2022-10-15,3.3,Training,Marginal,True,,2022,Class-III Strike,2019
17199,AC-024,Delta,2022-10-31,2.5,Transit,Clear,True,,2022,Class-III Strike,2019
17200,AC-024,Delta,2022-11-01,0.8,Reconnaissance,Clear,False,Technical,2022,Class-III Strike,2019
17201,AC-024,Delta,2022-11-05,3.0,Training,Poor,True,,2022,Class-III Strike,2019
17202,AC-024,Delta,2022-11-08,0.5,Operational,Clear,False,Technical,2022,Class-III Strike,2019
17203,AC-024,Delta,2022-11-17,0.5,Training,Clear,False,Technical,2022,Class-III Strike,2019
17204,AC-024,Delta,2022-11-20,0.8,Operational,Clear,False,Other,2022,Class-III Strike,2019
17205,AC-024,Delta,2022-11-24,2.7,Operational,Clear,True,,2022,Class-III Strike,2019
17206,AC-024,Delta,2022-12-05,2.6,Transit,Clear,True,,2022,Class-III Strike,2019
17207,AC-024,Delta,2022-12-07,4.8,Operational,Clear,True,,2022,Class-III Strike,2019
17208,AC-024,Delta,2022-12-14,1.8,Training,Clear,False,Other,2022,Class-III Strike,2019
17209,AC-024,Delta,2022-12-16,0.2,Transit,Clear,False,Technical,2022,Class-III Strike,2019
17210,AC-024,Delta,2022-12-19,3.6,Operational,Clear,True,,2022,Class-III Strike,2019
17211,AC-024,Delta,2022-12-23,0.4,Transit,Marginal,False,Technical,2022,Class-III Strike,2019
17212,AC-024,Delta,2022-12-25,3.0,Training,Clear,True,,2022,Class-III Strike,2019
17213,AC-024,Delta,2023-01-01,6.3,Training,Clear,True,,2023,Class-III Strike,2019
17214,AC-024,Delta,2023-01-02,1.2,Training,Clear,False,Other,2023,Class-III Strike,2019
17215,AC-024,Delta,2023-01-04,4.6,Transit,Clear,True,,2023,Class-III Strike,2019
17216,AC-024,Delta,2023-01-11,3.5,Training,Clear,True,,2023,Class-III Strike,2019
17217,AC-024,Delta,2023-01-15,3.2,Operational,Clear,True,,2023,Class-III Strike,2019
17218,AC-024,Delta,2023-01-17,3.0,Operational,Clear,True,,2023,Class-III Strike,2019
17219,AC-024,Delta,2023-01-18,1.3,Operational,Clear,False,Technical,2023,Class-III Strike,2019
17220,AC-024,Delta,2023-01-19,2.9,Reconnaissance,Marginal,True,,2023,Class-III Strike,2019
